# Species	Genes	Alg.-Conn.	Hmel_prots_unique.fas	Dp_OGS2_prots.fas
2	2	1	HMEL009736	DPOGS213777
2	2	1	HMEL009739	DPOGS213627
2	2	1	HMEL009741	DPOGS209172
2	2	1	HMEL009742	DPOGS209174
2	2	1	HMEL009744	DPOGS209175
2	2	1	HMEL009745	DPOGS209171
2	2	1	HMEL009746	DPOGS209169
2	3	0.333	HMEL009747	DPOGS209165,DPOGS209164
2	2	1	HMEL009748	DPOGS209176
2	2	1	HMEL009750	DPOGS209178
2	2	1	HMEL009751	DPOGS209161
2	2	1	HMEL009752	DPOGS209179
2	2	1	HMEL009753	DPOGS209160
2	2	1	HMEL009754	DPOGS209159
2	2	1	HMEL009757	DPOGS209158
2	2	1	HMEL009759	DPOGS209184
2	2	1	HMEL009760	DPOGS209157
2	2	1	HMEL009762	DPOGS213932
2	2	1	HMEL009764	DPOGS209934
2	2	1	HMEL009766	DPOGS209918
2	2	1	HMEL009768	DPOGS213076
2	2	1	HMEL009770	DPOGS213081
2	3	0.333	HMEL009771	DPOGS213120,DPOGS213119
2	2	1	HMEL009772	DPOGS213118
2	2	1	HMEL009773	DPOGS213082
2	2	1	HMEL009774	DPOGS213083
2	2	1	HMEL009775	DPOGS213117
2	2	1	HMEL009780	DPOGS213084
2	2	1	HMEL009781	DPOGS213116
2	2	1	HMEL009782	DPOGS213085
2	2	1	HMEL009783	DPOGS211680
2	2	1	HMEL009785	DPOGS213087
2	2	1	HMEL009786	DPOGS213115
2	2	1	HMEL009787	DPOGS213088
2	2	1	HMEL009788	DPOGS213114
2	2	1	HMEL009790	DPOGS213113
2	2	1	HMEL009792	DPOGS213090
2	2	1	HMEL009794	DPOGS213112
2	2	1	HMEL009800	DPOGS205563
2	2	1	HMEL009803	DPOGS207250
2	2	1	HMEL009804	DPOGS207248
2	2	1	HMEL009805	DPOGS206028
2	2	1	HMEL009806	DPOGS200086
2	2	1	HMEL009809	DPOGS200096
2	2	1	HMEL009810	DPOGS200089
2	2	1	HMEL009811	DPOGS200094
2	2	1	HMEL009812	DPOGS200092
2	2	1	HMEL009815	DPOGS200091
2	2	1	HMEL009816	DPOGS212665
2	2	1	HMEL009820	DPOGS207196
2	2	1	HMEL009821	DPOGS200897
2	2	1	HMEL009822	DPOGS206781
2	2	1	HMEL009827	DPOGS207630
2	2	1	HMEL009830	DPOGS205186
2	2	1	HMEL009831	DPOGS205159
2	2	1	HMEL009833	DPOGS209702
2	2	1	HMEL009834	DPOGS209694
2	2	1	HMEL009836	DPOGS209700
2	2	1	HMEL009837	DPOGS209695
2	2	1	HMEL009839	DPOGS205273
2	2	1	HMEL009840	DPOGS209698
2	2	1	HMEL009841	DPOGS209696
2	2	1	HMEL009842	DPOGS200612
2	2	1	HMEL009845	DPOGS201063
2	2	1	HMEL009846	DPOGS201098
2	2	1	HMEL009847	DPOGS201064
2	2	1	HMEL009848	DPOGS213435
2	2	1	HMEL009849	DPOGS213443
2	2	1	HMEL009855	DPOGS211409
2	2	1	HMEL009856	DPOGS211410
2	2	1	HMEL009858	DPOGS211403
2	2	1	HMEL009859	DPOGS211402
2	2	1	HMEL009864	DPOGS211700
2	2	1	HMEL009867	DPOGS211699
2	2	1	HMEL009868	DPOGS202603
2	2	1	HMEL009869	DPOGS210682
2	2	1	HMEL009871	DPOGS210004
2	2	1	HMEL009872	DPOGS210014
2	2	1	HMEL009873	DPOGS210006
2	2	1	HMEL009874	DPOGS210013
2	2	1	HMEL009876	DPOGS205157
2	2	1	HMEL009877	DPOGS205158
2	2	1	HMEL009878	DPOGS205187
2	2	1	HMEL009880	DPOGS205176
2	2	1	HMEL009881	DPOGS205170
2	2	1	HMEL009882	DPOGS205177
2	2	1	HMEL009883	DPOGS207414
2	2	1	HMEL009884	DPOGS207416
2	2	1	HMEL009893	DPOGS200191
2	2	1	HMEL009894	DPOGS200055
2	2	1	HMEL009897	DPOGS210117
2	2	1	HMEL009900	DPOGS204200
2	2	1	HMEL009903	DPOGS204160
2	2	1	HMEL009904	DPOGS204198
2	2	1	HMEL009907	DPOGS204161
2	2	1	HMEL009908	DPOGS204195
2	2	1	HMEL009910	DPOGS204162
2	2	1	HMEL009912	DPOGS214586
2	2	1	HMEL009913	DPOGS214630
2	2	1	HMEL009914	DPOGS214585
2	2	1	HMEL009918	DPOGS210445
2	2	1	HMEL009923	DPOGS205393
2	2	1	HMEL009926	DPOGS205845
2	2	1	HMEL009928	DPOGS205846
2	2	1	HMEL009932	DPOGS202033
2	2	1	HMEL009933	DPOGS202047
2	2	1	HMEL009934	DPOGS202034
2	2	1	HMEL009936	DPOGS202046
2	2	1	HMEL009937	DPOGS202035
2	2	1	HMEL009938	DPOGS202045
2	2	1	HMEL009939	DPOGS202044
2	2	1	HMEL009940	DPOGS202036
2	2	1	HMEL009941	DPOGS202037
2	2	1	HMEL009942	DPOGS202043
2	2	1	HMEL009945	DPOGS210835
2	2	1	HMEL009947	DPOGS210836
2	2	1	HMEL009949	DPOGS204893
2	2	1	HMEL009951	DPOGS204890
2	2	1	HMEL009952	DPOGS204889
2	2	1	HMEL009955	DPOGS204880
2	2	1	HMEL009956	DPOGS204887
2	2	1	HMEL009960	DPOGS204172
2	2	1	HMEL009961	DPOGS204170
2	2	1	HMEL009962	DPOGS204184
2	2	1	HMEL009967	DPOGS204746
2	2	1	HMEL009968	DPOGS204777
2	2	1	HMEL009973	DPOGS205820
2	2	1	HMEL009974	DPOGS205859
2	2	1	HMEL009975	DPOGS207510
2	2	1	HMEL009976	DPOGS204048
2	2	1	HMEL009982	DPOGS205164
2	2	1	HMEL009983	DPOGS205184
2	2	1	HMEL009994	DPOGS211682
2	2	1	HMEL009995	DPOGS209942
2	2	1	HMEL009999	DPOGS209990
2	2	1	HMEL010000	DPOGS209945
2	2	1	HMEL010004	DPOGS207136
2	2	1	HMEL010005	DPOGS206817
2	2	1	HMEL010008	DPOGS206816
2	2	1	HMEL010010	DPOGS215331
2	2	1	HMEL010011	DPOGS215304
2	2	1	HMEL010014	DPOGS215306
2	2	1	HMEL010016	DPOGS215328
2	2	1	HMEL010017	DPOGS215307
2	2	1	HMEL010020	DPOGS215327
2	2	1	HMEL010021	DPOGS215326
2	2	1	HMEL010025	DPOGS211158
2	2	1	HMEL010026	DPOGS215309
2	2	1	HMEL010027	DPOGS215323
2	2	1	HMEL010028	DPOGS209150
2	2	1	HMEL010029	DPOGS209193
2	2	1	HMEL010031	DPOGS215507
2	2	1	HMEL010032	DPOGS215505
2	2	1	HMEL010034	DPOGS206703
2	2	1	HMEL010037	DPOGS202242
2	2	1	HMEL010038	DPOGS202340
2	2	1	HMEL010039	DPOGS202339
2	2	1	HMEL010041	DPOGS202245
2	2	1	HMEL010042	DPOGS202337
2	2	1	HMEL010043	DPOGS202244
2	2	1	HMEL010047	DPOGS202335
2	2	1	HMEL010056	DPOGS214523
2	2	1	HMEL010058	DPOGS214533
2	2	1	HMEL010059	DPOGS214524
2	2	1	HMEL010062	DPOGS203142
2	2	1	HMEL010064	DPOGS203224
2	2	1	HMEL010065	DPOGS215570
2	2	1	HMEL010066	DPOGS215582
2	2	1	HMEL010067	DPOGS215581
2	2	1	HMEL010068	DPOGS215571
2	2	1	HMEL010069	DPOGS215580
2	2	1	HMEL010071	DPOGS202420
2	2	1	HMEL010074	DPOGS202421
2	2	1	HMEL010075	DPOGS202422
2	2	1	HMEL010076	DPOGS203868
2	2	1	HMEL010079	DPOGS203866
2	2	1	HMEL010080	DPOGS211876
2	2	1	HMEL010081	DPOGS211877
2	2	1	HMEL010086	DPOGS200718
2	2	1	HMEL010088	DPOGS200717
2	2	1	HMEL010089	DPOGS200746
2	2	1	HMEL010091	DPOGS200747
2	2	1	HMEL010092	DPOGS200715
2	2	1	HMEL010093	DPOGS200714
2	2	1	HMEL010094	DPOGS200749
2	2	1	HMEL010096	DPOGS215983
2	2	1	HMEL010098	DPOGS216003
2	2	1	HMEL010099	DPOGS215982
2	2	1	HMEL010102	DPOGS215858
2	2	1	HMEL010103	DPOGS215861
2	2	1	HMEL010105	DPOGS215862
2	2	1	HMEL010106	DPOGS215863
2	2	1	HMEL010107	DPOGS215865
2	2	1	HMEL010111	DPOGS209146
2	2	1	HMEL010112	DPOGS212821
2	2	1	HMEL010114	DPOGS212857
2	2	1	HMEL010115	DPOGS212822
2	2	1	HMEL010117	DPOGS212856
2	2	1	HMEL010118	DPOGS212823
2	2	1	HMEL010119	DPOGS212855
2	2	1	HMEL010121	DPOGS212853
2	2	1	HMEL010124	DPOGS212848
2	2	1	HMEL010125	DPOGS202452
2	2	1	HMEL010128	DPOGS210956
2	2	1	HMEL010129	DPOGS211009
2	2	1	HMEL010142	DPOGS214891
2	2	1	HMEL010151	DPOGS204623
2	2	1	HMEL010152	DPOGS204614
2	2	1	HMEL010153	DPOGS204622
2	2	1	HMEL010154	DPOGS204615
2	2	1	HMEL010155	DPOGS204621
2	2	1	HMEL010157	DPOGS204620
2	2	1	HMEL010160	DPOGS215016
2	2	1	HMEL010162	DPOGS207907
2	2	1	HMEL010164	DPOGS201590
2	2	1	HMEL010165	DPOGS201595
2	2	1	HMEL010170	DPOGS214987
2	2	1	HMEL010172	DPOGS214988
2	2	1	HMEL010174	DPOGS215011
2	2	1	HMEL010175	DPOGS215010
2	2	1	HMEL010176	DPOGS214990
2	2	1	HMEL010177	DPOGS208253
2	2	1	HMEL010178	DPOGS208245
2	2	1	HMEL010182	DPOGS205477
2	2	1	HMEL010183	DPOGS210009
2	2	1	HMEL010184	DPOGS210008
2	2	1	HMEL010186	DPOGS210010
2	2	1	HMEL010187	DPOGS212368
2	2	1	HMEL010188	DPOGS212343
2	2	1	HMEL010189	DPOGS207057
2	2	1	HMEL010190	DPOGS207058
2	2	1	HMEL010191	DPOGS207059
2	2	1	HMEL010196	DPOGS206876
2	2	1	HMEL010197	DPOGS207063
2	2	1	HMEL010199	DPOGS207064
2	2	1	HMEL010200	DPOGS206874
2	2	1	HMEL010202	DPOGS207066
2	2	1	HMEL010203	DPOGS206873
2	2	1	HMEL010205	DPOGS207067
2	2	1	HMEL010206	DPOGS206872
2	2	1	HMEL010208	DPOGS202536
2	2	1	HMEL010212	DPOGS202636
2	2	1	HMEL010213	DPOGS202635
2	2	1	HMEL010214	DPOGS202627
2	2	1	HMEL010215	DPOGS202634
2	2	1	HMEL010216	DPOGS202628
2	2	1	HMEL010219	DPOGS202632
2	2	1	HMEL010220	DPOGS202630
2	2	1	HMEL010221	DPOGS214030
2	2	1	HMEL010222	DPOGS214033
2	2	1	HMEL010224	DPOGS207879
2	2	1	HMEL010226	DPOGS207885
2	2	1	HMEL010228	DPOGS207878
2	2	1	HMEL010229	DPOGS207877
2	2	1	HMEL010230	DPOGS207876
2	2	1	HMEL010232	DPOGS207886
2	2	1	HMEL010234	DPOGS207875
2	2	1	HMEL010235	DPOGS207888
2	2	1	HMEL010236	DPOGS207874
2	2	1	HMEL010237	DPOGS207889
2	2	1	HMEL010238	DPOGS207873
2	2	1	HMEL010239	DPOGS207871
2	2	1	HMEL010241	DPOGS207890
2	2	1	HMEL010242	DPOGS207891
2	2	1	HMEL010243	DPOGS207870
2	2	1	HMEL010245	DPOGS207868
2	2	1	HMEL010246	DPOGS207893
2	2	1	HMEL010249	DPOGS207865
2	2	1	HMEL010250	DPOGS207895
2	2	1	HMEL010254	DPOGS207897
2	2	1	HMEL010257	DPOGS210620
2	6	0.167	HMEL010265,HMEL012609,HMEL012608,HMEL012607,HMEL010266	DPOGS200042
2	2	1	HMEL010272	DPOGS206306
2	2	1	HMEL010279	DPOGS215226
2	2	1	HMEL010280	DPOGS215174
2	2	1	HMEL010281	DPOGS215227
2	2	1	HMEL010284	DPOGS216196
2	2	1	HMEL010288	DPOGS213191
2	2	1	HMEL010289	DPOGS213192
2	2	1	HMEL010290	DPOGS213194
2	2	1	HMEL010291	DPOGS213182
2	2	1	HMEL010293	DPOGS213200
2	2	1	HMEL010294	DPOGS213203
2	2	1	HMEL010297	DPOGS213205
2	2	1	HMEL010298	DPOGS213177
2	2	1	HMEL010299	DPOGS213206
2	2	1	HMEL010300	DPOGS213176
2	2	1	HMEL010301	DPOGS213207
2	2	1	HMEL010302	DPOGS213208
2	2	1	HMEL010308	DPOGS213853
2	2	1	HMEL010309	DPOGS213860
2	2	1	HMEL010310	DPOGS203643
2	2	1	HMEL010311	DPOGS203859
2	2	1	HMEL010312	DPOGS203640
2	2	1	HMEL010314	DPOGS203861
2	2	1	HMEL010318	DPOGS213157
2	2	1	HMEL010319	DPOGS213054
2	2	1	HMEL010320	DPOGS213156
2	2	1	HMEL010326	DPOGS213150
2	2	1	HMEL010329	DPOGS213056
2	2	1	HMEL010330	DPOGS213148
2	2	1	HMEL010336	DPOGS213058
2	2	1	HMEL010337	DPOGS213145
2	2	1	HMEL010338	DPOGS213059
2	2	1	HMEL010343	DPOGS213144
2	2	1	HMEL010344	DPOGS213060
2	2	1	HMEL010345	DPOGS213143
2	2	1	HMEL010346	DPOGS213061
2	2	1	HMEL010347	DPOGS213142
2	2	1	HMEL010348	DPOGS213141
2	2	1	HMEL010349	DPOGS213140
2	2	1	HMEL010352	DPOGS213139
2	2	1	HMEL010360	DPOGS213135
2	2	1	HMEL010361	DPOGS213064
2	2	1	HMEL010362	DPOGS213065
2	2	1	HMEL010365	DPOGS203919
2	2	1	HMEL010366	DPOGS203918
2	2	1	HMEL010367	DPOGS216024
2	2	1	HMEL010368	DPOGS203917
2	2	1	HMEL010369	DPOGS203969
2	2	1	HMEL010370	DPOGS203916
2	2	1	HMEL010372	DPOGS203970
2	2	1	HMEL010373	DPOGS203915
2	2	1	HMEL010374	DPOGS203971
2	2	1	HMEL010375	DPOGS203972
2	4	0.146	HMEL010376,HMEL010377	DPOGS207181,DPOGS207180
2	2	1	HMEL010382	DPOGS207184
2	2	1	HMEL010384	DPOGS206788
2	2	1	HMEL010385	DPOGS207185
2	2	1	HMEL010386	DPOGS208287
2	2	1	HMEL010388	DPOGS208288
2	2	1	HMEL010389	DPOGS208233
2	2	1	HMEL010391	DPOGS208291
2	2	1	HMEL010392	DPOGS208231
2	2	1	HMEL010394	DPOGS201968
2	2	1	HMEL010399	DPOGS201999
2	2	1	HMEL010402	DPOGS213778
2	2	1	HMEL010407	DPOGS200269
2	2	1	HMEL010411	DPOGS200373
2	2	1	HMEL010412	DPOGS200446
2	2	1	HMEL010414	DPOGS200469
2	2	1	HMEL010415	DPOGS200468
2	2	1	HMEL010416	DPOGS215997
2	2	1	HMEL010417	DPOGS215998
2	2	1	HMEL010418	DPOGS215984
2	2	1	HMEL010419	DPOGS210053
2	2	1	HMEL010420	DPOGS210105
2	2	1	HMEL010421	DPOGS210051
2	3	0.333	HMEL010422,HMEL014623	DPOGS210106
2	2	1	HMEL010423	DPOGS210050
2	2	1	HMEL010424	DPOGS210049
2	2	1	HMEL010428	DPOGS210047
2	2	1	HMEL010432	DPOGS209905
2	2	1	HMEL010434	DPOGS214802
2	2	1	HMEL010437	DPOGS202607
2	2	1	HMEL010444	DPOGS201144
2	2	1	HMEL010445	DPOGS201156
2	2	1	HMEL010447	DPOGS201142
2	2	1	HMEL010451	DPOGS212336
2	2	1	HMEL010455	DPOGS204749
2	2	1	HMEL010457	DPOGS204747
2	2	1	HMEL010460	DPOGS205789
2	2	1	HMEL010461	DPOGS205788
2	2	1	HMEL010466	DPOGS213757
2	2	1	HMEL010469	DPOGS215559
2	2	1	HMEL010470	DPOGS215394
2	2	1	HMEL010473	DPOGS214661
2	2	1	HMEL010475	DPOGS214660
2	2	1	HMEL010482	DPOGS205547
2	2	1	HMEL010483	DPOGS205495
2	2	1	HMEL010486	DPOGS209891
2	2	1	HMEL010487	DPOGS209901
2	2	1	HMEL010491	DPOGS203607
2	2	1	HMEL010492	DPOGS207049
2	2	1	HMEL010494	DPOGS206882
2	2	1	HMEL010495	DPOGS207050
2	2	1	HMEL010496	DPOGS206881
2	2	1	HMEL010499	DPOGS207051
2	2	1	HMEL010500	DPOGS206879
2	2	1	HMEL010501	DPOGS206877
2	2	1	HMEL010508	DPOGS200311
2	2	1	HMEL010524	DPOGS204943
2	2	1	HMEL010526	DPOGS204933
2	2	1	HMEL010527	DPOGS200953
2	2	1	HMEL010528	DPOGS204681
2	2	1	HMEL010529	DPOGS204685
2	2	1	HMEL010533	DPOGS207611
2	2	1	HMEL010535	DPOGS215089
2	2	1	HMEL010536	DPOGS215077
2	2	1	HMEL010537	DPOGS215090
2	2	1	HMEL010538	DPOGS215076
2	2	1	HMEL010539	DPOGS215091
2	2	1	HMEL010540	DPOGS215075
2	2	1	HMEL010542	DPOGS215074
2	2	1	HMEL010543	DPOGS215092
2	2	1	HMEL010544	DPOGS215073
2	2	1	HMEL010545	DPOGS215072
2	2	1	HMEL010546	DPOGS215093
2	3	0.333	HMEL010547	DPOGS207846,DPOGS207845
2	2	1	HMEL010548	DPOGS207148
2	2	1	HMEL010553	DPOGS206806
2	2	1	HMEL010556	DPOGS206805
2	2	1	HMEL010557	DPOGS213330
2	2	1	HMEL010559	DPOGS213319
2	2	1	HMEL010563	DPOGS213331
2	2	1	HMEL010564	DPOGS213317
2	4	0.25	HMEL010567,HMEL017891,HMEL015703	DPOGS208765
2	2	1	HMEL010570	DPOGS204633
2	5	0.4	HMEL010572,HMEL017142	DPOGS215256,DPOGS215255,DPOGS215254
2	2	1	HMEL010575	DPOGS204635
2	2	1	HMEL010578	DPOGS204629
2	2	1	HMEL010579	DPOGS204636
2	2	1	HMEL010580	DPOGS204628
2	2	1	HMEL010581	DPOGS204638
2	2	1	HMEL010582	DPOGS213775
2	2	1	HMEL010584	DPOGS209915
2	2	1	HMEL010586	DPOGS201266
2	2	1	HMEL010589	DPOGS205749
2	2	1	HMEL010590	DPOGS205747
2	2	1	HMEL010600	DPOGS202070
2	2	1	HMEL010604	DPOGS202007
2	2	1	HMEL010605	DPOGS214402
2	2	1	HMEL010606	DPOGS214401
2	2	1	HMEL010607	DPOGS214413
2	2	1	HMEL010608	DPOGS214400
2	2	1	HMEL010610	DPOGS214414
2	2	1	HMEL010613	DPOGS214399
2	2	1	HMEL010616	DPOGS214436
2	2	1	HMEL010620	DPOGS214434
2	2	1	HMEL010621	DPOGS214913
2	2	1	HMEL010622	DPOGS206922
2	2	1	HMEL010623	DPOGS207016
2	2	1	HMEL010625	DPOGS207018
2	2	1	HMEL010626	DPOGS206920
2	2	1	HMEL010627	DPOGS207019
2	2	1	HMEL010629	DPOGS207021
2	2	1	HMEL010631	DPOGS206918
2	2	1	HMEL010632	DPOGS206917
2	2	1	HMEL010633	DPOGS206967
2	2	1	HMEL010636	DPOGS206966
2	2	1	HMEL010640	DPOGS204019
2	2	1	HMEL010642	DPOGS204043
2	2	1	HMEL010643	DPOGS204042
2	2	1	HMEL010644	DPOGS204020
2	2	1	HMEL010645	DPOGS204041
2	2	1	HMEL010650	DPOGS200256
2	2	1	HMEL010652	DPOGS200231
2	2	1	HMEL010653	DPOGS200254
2	2	1	HMEL010658	DPOGS200233
2	2	1	HMEL010660	DPOGS200253
2	2	1	HMEL010662	DPOGS200234
2	2	1	HMEL010663	DPOGS200235
2	2	1	HMEL010664	DPOGS200252
2	2	1	HMEL010665	DPOGS200236
2	2	1	HMEL010666	DPOGS200251
2	2	1	HMEL010667	DPOGS200250
2	2	1	HMEL010669	DPOGS200238
2	2	1	HMEL010670	DPOGS200247
2	2	1	HMEL010671	DPOGS200239
2	2	1	HMEL010676	DPOGS200240
2	2	1	HMEL010677	DPOGS200246
2	2	1	HMEL010678	DPOGS200241
2	2	1	HMEL010683	DPOGS206187
2	2	1	HMEL010684	DPOGS206186
2	2	1	HMEL010685	DPOGS206185
2	2	1	HMEL010686	DPOGS206189
2	2	1	HMEL010688	DPOGS206190
2	3	0.333	HMEL010690	DPOGS205388,DPOGS205387
2	2	1	HMEL010695	DPOGS212612
2	2	1	HMEL010699	DPOGS210123
2	2	1	HMEL010700	DPOGS210038
2	2	1	HMEL010701	DPOGS210122
2	2	1	HMEL010702	DPOGS210039
2	2	1	HMEL010703	DPOGS210121
2	2	1	HMEL010706	DPOGS214795
2	2	1	HMEL010707	DPOGS214812
2	2	1	HMEL010708	DPOGS212395
2	2	1	HMEL010714	DPOGS210447
2	2	1	HMEL010715	DPOGS209628
2	2	1	HMEL010717	DPOGS214009
2	2	1	HMEL010719	DPOGS216113
2	2	1	HMEL010720	DPOGS216111
2	2	1	HMEL010722	DPOGS215898
2	2	1	HMEL010724	DPOGS211833
2	2	1	HMEL010727	DPOGS203189
2	3	0.333	HMEL010734	DPOGS204904,DPOGS202395
2	2	1	HMEL010735	DPOGS212948
2	2	1	HMEL010736	DPOGS212958
2	2	1	HMEL010737	DPOGS212947
2	2	1	HMEL010738	DPOGS212945
2	2	1	HMEL010739	DPOGS212944
2	2	1	HMEL010741	DPOGS200503
2	2	1	HMEL010744	DPOGS206021
2	2	1	HMEL010745	DPOGS206162
2	2	1	HMEL010751	DPOGS202126
2	2	1	HMEL010752	DPOGS202099
2	2	1	HMEL010754	DPOGS200146
2	2	1	HMEL010756	DPOGS213679
2	2	1	HMEL010757	DPOGS213685
2	2	1	HMEL010758	DPOGS213678
2	2	1	HMEL010759	DPOGS213687
2	2	1	HMEL010767	DPOGS200211
2	2	1	HMEL010768	DPOGS200216
2	3	0.333	HMEL010769	DPOGS200213,DPOGS200212
2	2	1	HMEL010775	DPOGS205340
2	2	1	HMEL010776	DPOGS206566
2	3	0.333	HMEL010777	DPOGS206568,DPOGS206567
2	2	1	HMEL010778	DPOGS206581
2	2	1	HMEL010779	DPOGS204359
2	2	1	HMEL010781	DPOGS205569
2	2	1	HMEL010783	DPOGS210641
2	2	1	HMEL010784	DPOGS210662
2	2	1	HMEL010786	DPOGS210660
2	2	1	HMEL010787	DPOGS200457
2	2	1	HMEL010789	DPOGS210642
2	2	1	HMEL010790	DPOGS210643
2	2	1	HMEL010791	DPOGS210658
2	3	0.333	HMEL010792	DPOGS210645,DPOGS210644
2	2	1	HMEL010796	DPOGS210653
2	2	1	HMEL010801	DPOGS210650
2	2	1	HMEL010802	DPOGS210649
2	2	1	HMEL010805	DPOGS203887
2	2	1	HMEL010808	DPOGS205031
2	2	1	HMEL010809	DPOGS205020
2	2	1	HMEL010811	DPOGS205021
2	2	1	HMEL010812	DPOGS209113
2	2	1	HMEL010819	DPOGS205041
2	2	1	HMEL010820	DPOGS205034
2	2	1	HMEL010821	DPOGS205033
2	2	1	HMEL010823	DPOGS205428
2	2	1	HMEL010824	DPOGS204915
2	2	1	HMEL010829	DPOGS214774
2	2	1	HMEL010830	DPOGS214691
2	2	1	HMEL010831	DPOGS214773
2	2	1	HMEL010833	DPOGS214772
2	2	1	HMEL010834	DPOGS213302
2	3	0.333	HMEL010847	DPOGS212451,DPOGS212450
2	2	1	HMEL010854	DPOGS211435
2	2	1	HMEL010863	DPOGS213569
2	2	1	HMEL010864	DPOGS213564
2	2	1	HMEL010865	DPOGS213570
2	2	1	HMEL010866	DPOGS213563
2	2	1	HMEL010867	DPOGS213562
2	2	1	HMEL010868	DPOGS213571
2	2	1	HMEL010869	DPOGS213561
2	2	1	HMEL010870	DPOGS213573
2	2	1	HMEL010874	DPOGS214422
2	2	1	HMEL010877	DPOGS213889
2	2	1	HMEL010878	DPOGS202168
2	2	1	HMEL010879	DPOGS202155
2	2	1	HMEL010880	DPOGS202169
2	2	1	HMEL010881	DPOGS202170
2	2	1	HMEL010883	DPOGS202172
2	2	1	HMEL010885	DPOGS202151
2	2	1	HMEL010887	DPOGS202176
2	2	1	HMEL010888	DPOGS202149
2	2	1	HMEL010889	DPOGS202177
2	2	1	HMEL010890	DPOGS202148
2	2	1	HMEL010891	DPOGS202178
2	2	1	HMEL010892	DPOGS202147
2	2	1	HMEL010893	DPOGS202179
2	2	1	HMEL010894	DPOGS202146
2	2	1	HMEL010896	DPOGS208044
2	2	1	HMEL010901	DPOGS206024
2	2	1	HMEL010903	DPOGS206023
2	2	1	HMEL010908	DPOGS201557
2	2	1	HMEL010909	DPOGS201556
2	2	1	HMEL010910	DPOGS201555
2	2	1	HMEL010920	DPOGS201554
2	2	1	HMEL010921	DPOGS201569
2	2	1	HMEL010922	DPOGS201553
2	2	1	HMEL010923	DPOGS201571
2	2	1	HMEL010924	DPOGS201552
2	2	1	HMEL010925	DPOGS214742
2	2	1	HMEL010927	DPOGS211472
2	4	0.25	HMEL010931,HMEL013957,HMEL010935	DPOGS206194
2	2	1	HMEL010934	DPOGS210259
2	2	1	HMEL010939	DPOGS210281
2	2	1	HMEL010947	DPOGS211819
2	2	1	HMEL010948	DPOGS211820
2	2	1	HMEL010949	DPOGS212405
2	2	1	HMEL010951	DPOGS212441
2	2	1	HMEL010953	DPOGS212404
2	2	1	HMEL010955	DPOGS212448
2	2	1	HMEL010956	DPOGS212403
2	2	1	HMEL010957	DPOGS204618
2	2	1	HMEL010958	DPOGS204619
2	3	0.333	HMEL010962,HMEL022525	DPOGS213510
2	2	1	HMEL010964	DPOGS205718
2	2	1	HMEL010966	DPOGS203159
2	2	1	HMEL010968	DPOGS203160
2	2	1	HMEL010970	DPOGS203161
2	2	1	HMEL010971	DPOGS203162
2	2	1	HMEL010973	DPOGS203163
2	2	1	HMEL010974	DPOGS203212
2	2	1	HMEL010975	DPOGS203164
2	2	1	HMEL010976	DPOGS203211
2	2	1	HMEL010977	DPOGS203210
2	2	1	HMEL010979	DPOGS203165
2	2	1	HMEL010980	DPOGS203208
2	2	1	HMEL010983	DPOGS204133
2	2	1	HMEL010984	DPOGS204107
2	2	1	HMEL010986	DPOGS208409
2	2	1	HMEL010987	DPOGS208410
2	2	1	HMEL010988	DPOGS208400
2	2	1	HMEL010989	DPOGS208412
2	2	1	HMEL010990	DPOGS208413
2	2	1	HMEL010994	DPOGS209564
2	2	1	HMEL010999	DPOGS212658
2	3	0.333	HMEL011002	DPOGS213409,DPOGS212680
2	2	1	HMEL011006	DPOGS209871
2	2	1	HMEL011007	DPOGS201108
2	2	1	HMEL011008	DPOGS206617
2	2	1	HMEL011010	DPOGS203200
2	2	1	HMEL011017	DPOGS203005
2	2	1	HMEL011018	DPOGS203006
2	2	1	HMEL011019	DPOGS202999
2	2	1	HMEL011020	DPOGS203007
2	2	1	HMEL011021	DPOGS202998
2	2	1	HMEL011022	DPOGS202997
2	2	1	HMEL011024	DPOGS203008
2	2	1	HMEL011026	DPOGS203011
2	2	1	HMEL011027	DPOGS202995
2	2	1	HMEL011028	DPOGS203012
2	2	1	HMEL011029	DPOGS203016
2	2	1	HMEL011030	DPOGS202993
2	2	1	HMEL011031	DPOGS202990
2	2	1	HMEL011032	DPOGS202989
2	2	1	HMEL011033	DPOGS202988
2	2	1	HMEL011034	DPOGS203021
2	2	1	HMEL011035	DPOGS202987
2	2	1	HMEL011037	DPOGS202986
2	2	1	HMEL011041	DPOGS202985
2	2	1	HMEL011042	DPOGS203023
2	2	1	HMEL011044	DPOGS203018
2	2	1	HMEL011045	DPOGS203025
2	2	1	HMEL011050	DPOGS203028
2	2	1	HMEL011051	DPOGS202982
2	2	1	HMEL011053	DPOGS206169
2	2	1	HMEL011056	DPOGS200772
2	2	1	HMEL011057	DPOGS200764
2	2	1	HMEL011059	DPOGS200765
2	2	1	HMEL011060	DPOGS200771
2	2	1	HMEL011062	DPOGS206989
2	2	1	HMEL011066	DPOGS206990
2	2	1	HMEL011074	DPOGS206943
2	2	1	HMEL011075	DPOGS206987
2	2	1	HMEL011078	DPOGS208155
2	2	1	HMEL011079	DPOGS208153
2	2	1	HMEL011080	DPOGS208156
2	2	1	HMEL011082	DPOGS208152
2	2	1	HMEL011084	DPOGS208150
2	2	1	HMEL011086	DPOGS214059
