scaffold	geneID	ZorA	chromosome
DPSCF300115	DPOGS211381	A	11
DPSCF300115	DPOGS211413	A	11
DPSCF300115	DPOGS211394	A	11
DPSCF300115	DPOGS211382	A	11
DPSCF300115	DPOGS211387	A	11
DPSCF300115	DPOGS211388	A	11
DPSCF300115	DPOGS211428	A	11
DPSCF300115	DPOGS211397	A	11
DPSCF300115	DPOGS211411	A	11
DPSCF300115	DPOGS211393	A	11
DPSCF300115	DPOGS211431	A	11
DPSCF300115	DPOGS211426	A	11
DPSCF300115	DPOGS211374	A	11
DPSCF300115	DPOGS211399	A	11
DPSCF300115	DPOGS211410	A	11
DPSCF300115	DPOGS211429	A	11
DPSCF300115	DPOGS211430	A	11
DPSCF300115	DPOGS211402	A	11
DPSCF300116	DPOGS202076	A	NA
DPSCF300116	DPOGS202078	A	NA
DPSCF300116	DPOGS202079	A	NA
DPSCF300116	DPOGS202081	A	NA
DPSCF300116	DPOGS202077	A	NA
DPSCF300116	DPOGS202080	A	NA
DPSCF300116	DPOGS202082	A	NA
DPSCF300116	DPOGS202083	A	NA
DPSCF300116	DPOGS202087	A	NA
DPSCF300116	DPOGS202088	A	NA
DPSCF300116	DPOGS202089	A	NA
DPSCF300117	DPOGS209788	A	10
DPSCF300117	DPOGS209790	A	10
DPSCF300117	DPOGS209837	A	10
DPSCF300117	DPOGS209787	A	10
DPSCF300117	DPOGS209792	A	10
DPSCF300117	DPOGS209829	A	10
DPSCF300117	DPOGS209797	A	10
DPSCF300117	DPOGS209786	A	10
DPSCF300117	DPOGS209828	A	10
DPSCF300117	DPOGS209841	A	10
DPSCF300117	DPOGS209848	A	10
DPSCF300117	DPOGS209832	A	10
DPSCF300117	DPOGS209794	A	10
DPSCF300117	DPOGS209791	A	10
DPSCF300117	DPOGS209783	A	10
DPSCF300117	DPOGS209815	A	10
DPSCF300117	DPOGS209793	A	10
DPSCF300117	DPOGS209810	A	10
DPSCF300117	DPOGS209835	A	10
DPSCF300117	DPOGS209822	A	10
DPSCF300117	DPOGS209804	A	10
DPSCF300117	DPOGS209840	A	10
DPSCF300117	DPOGS209784	A	10
DPSCF300117	DPOGS209803	A	10
DPSCF300117	DPOGS209802	A	10
DPSCF300117	DPOGS209847	A	10
DPSCF300117	DPOGS209836	A	10
DPSCF300117	DPOGS209834	A	10
DPSCF300117	DPOGS209789	A	10
DPSCF300117	DPOGS209782	A	10
DPSCF300117	DPOGS209821	A	10
DPSCF300117	DPOGS209809	A	10
DPSCF300117	DPOGS209806	A	10
DPSCF300117	DPOGS209831	A	10
DPSCF300117	DPOGS209813	A	10
DPSCF300117	DPOGS209844	A	10
DPSCF300117	DPOGS209846	A	10
DPSCF300117	DPOGS209796	A	10
DPSCF300117	DPOGS209816	A	10
DPSCF300117	DPOGS209800	A	10
DPSCF300117	DPOGS209838	A	10
DPSCF300117	DPOGS209785	A	10
DPSCF300117	DPOGS209781	A	10
DPSCF300117	DPOGS209825	A	10
DPSCF300117	DPOGS209824	A	10
DPSCF300117	DPOGS209833	A	10
DPSCF300117	DPOGS209845	A	10
DPSCF300117	DPOGS209842	A	10
DPSCF300117	DPOGS209811	A	10
DPSCF300117	DPOGS209807	A	10
DPSCF300117	DPOGS209799	A	10
DPSCF300117	DPOGS209839	A	10
DPSCF300117	DPOGS209843	A	10
DPSCF300117	DPOGS209805	A	10
DPSCF300117	DPOGS209820	A	10
DPSCF300117	DPOGS209817	A	10
DPSCF300117	DPOGS209826	A	10
DPSCF300117	DPOGS209812	A	10
DPSCF300117	DPOGS209798	A	10
DPSCF300117	DPOGS209818	A	10
DPSCF300117	DPOGS209849	A	10
DPSCF300117	DPOGS209823	A	10
DPSCF300117	DPOGS209827	A	10
DPSCF300117	DPOGS209819	A	10
DPSCF300117	DPOGS209814	A	10
DPSCF300117	DPOGS209830	A	10
DPSCF300118	DPOGS209391	A	8
DPSCF300118	DPOGS209359	A	8
DPSCF300118	DPOGS209361	A	8
DPSCF300118	DPOGS209370	A	8
DPSCF300118	DPOGS209357	A	8
DPSCF300118	DPOGS209376	A	8
DPSCF300118	DPOGS209360	A	8
DPSCF300118	DPOGS209356	A	8
DPSCF300118	DPOGS209358	A	8
DPSCF300118	DPOGS209352	A	8
DPSCF300118	DPOGS209388	A	8
DPSCF300118	DPOGS209389	A	8
DPSCF300118	DPOGS209368	A	8
DPSCF300118	DPOGS209369	A	8
DPSCF300118	DPOGS209355	A	8
DPSCF300118	DPOGS209382	A	8
DPSCF300118	DPOGS209354	A	8
DPSCF300118	DPOGS209383	A	8
DPSCF300118	DPOGS209385	A	8
DPSCF300118	DPOGS209386	A	8
DPSCF300118	DPOGS209365	A	8
DPSCF300118	DPOGS209393	A	8
DPSCF300118	DPOGS209366	A	8
DPSCF300118	DPOGS209375	A	8
DPSCF300118	DPOGS209372	A	8
DPSCF300118	DPOGS209378	A	8
DPSCF300118	DPOGS209351	A	8
DPSCF300118	DPOGS209394	A	8
DPSCF300118	DPOGS209380	A	8
DPSCF300118	DPOGS209371	A	8
DPSCF300118	DPOGS209377	A	8
DPSCF300118	DPOGS209362	A	8
DPSCF300118	DPOGS209387	A	8
DPSCF300118	DPOGS209367	A	8
DPSCF300118	DPOGS209381	A	8
DPSCF300118	DPOGS209363	A	8
DPSCF300118	DPOGS209364	A	8
DPSCF300118	DPOGS209384	A	8
DPSCF300118	DPOGS209379	A	8
DPSCF300118	DPOGS209390	A	8
DPSCF300119	DPOGS200540	A	26
DPSCF300119	DPOGS200534	A	26
DPSCF300119	DPOGS200522	A	26
DPSCF300119	DPOGS200555	A	26
DPSCF300119	DPOGS200553	A	26
DPSCF300119	DPOGS200533	A	26
DPSCF300119	DPOGS200530	A	26
DPSCF300119	DPOGS200564	A	26
DPSCF300119	DPOGS200529	A	26
DPSCF300119	DPOGS200561	A	26
DPSCF300119	DPOGS200544	A	26
DPSCF300119	DPOGS200539	A	26
DPSCF300119	DPOGS200542	A	26
DPSCF300119	DPOGS200526	A	26
DPSCF300119	DPOGS200545	A	26
DPSCF300119	DPOGS200537	A	26
DPSCF300119	DPOGS200550	A	26
DPSCF300119	DPOGS200552	A	26
DPSCF300119	DPOGS200548	A	26
DPSCF300119	DPOGS200546	A	26
DPSCF300119	DPOGS200554	A	26
DPSCF300119	DPOGS200541	A	26
DPSCF300119	DPOGS200551	A	26
DPSCF300119	DPOGS200549	A	26
DPSCF300119	DPOGS200572	A	26
DPSCF300119	DPOGS200536	A	26
DPSCF300119	DPOGS200558	A	26
DPSCF300119	DPOGS200556	A	26
DPSCF300119	DPOGS200523	A	26
DPSCF300119	DPOGS200571	A	26
DPSCF300119	DPOGS200573	A	26
DPSCF300119	DPOGS200574	A	26
DPSCF300119	DPOGS200568	A	26
DPSCF300119	DPOGS200531	A	26
DPSCF300119	DPOGS200543	A	26
DPSCF300119	DPOGS200528	A	26
DPSCF300119	DPOGS200527	A	26
DPSCF300119	DPOGS200566	A	26
DPSCF300119	DPOGS200565	A	26
DPSCF300119	DPOGS200563	A	26
DPSCF300119	DPOGS200570	A	26
DPSCF300119	DPOGS200569	A	26
DPSCF300119	DPOGS200525	A	26
DPSCF300119	DPOGS200524	A	26
DPSCF300119	DPOGS200532	A	26
DPSCF300120	DPOGS215292	A	3
DPSCF300120	DPOGS215296	A	3
DPSCF300120	DPOGS215293	A	3
DPSCF300120	DPOGS215295	A	3
DPSCF300120	DPOGS215308	A	3
DPSCF300120	DPOGS215305	A	3
DPSCF300120	DPOGS215297	A	3
DPSCF300120	DPOGS215294	A	3
DPSCF300120	DPOGS215303	A	3
DPSCF300120	DPOGS215309	A	3
DPSCF300120	DPOGS215314	A	3
DPSCF300120	DPOGS215306	A	3
DPSCF300120	DPOGS215307	A	3
DPSCF300120	DPOGS215317	A	3
DPSCF300120	DPOGS215318	A	3
DPSCF300120	DPOGS215310	A	3
DPSCF300120	DPOGS215298	A	3
DPSCF300120	DPOGS215321	A	3
DPSCF300120	DPOGS215322	A	3
DPSCF300120	DPOGS215327	A	3
DPSCF300120	DPOGS215328	A	3
DPSCF300120	DPOGS215316	A	3
DPSCF300120	DPOGS215300	A	3
DPSCF300120	DPOGS215291	A	3
DPSCF300120	DPOGS215332	A	3
DPSCF300120	DPOGS215333	A	3
DPSCF300120	DPOGS215330	A	3
DPSCF300120	DPOGS215335	A	3
DPSCF300120	DPOGS215336	A	3
DPSCF300120	DPOGS215311	A	3
DPSCF300120	DPOGS215334	A	3
DPSCF300120	DPOGS215313	A	3
DPSCF300120	DPOGS215341	A	3
DPSCF300120	DPOGS215342	A	3
DPSCF300120	DPOGS215329	A	3
DPSCF300120	DPOGS215344	A	3
DPSCF300120	DPOGS215304	A	3
DPSCF300120	DPOGS215346	A	3
DPSCF300120	DPOGS215347	A	3
DPSCF300120	DPOGS215348	A	3
DPSCF300120	DPOGS215349	A	3
DPSCF300120	DPOGS215350	A	3
DPSCF300120	DPOGS215338	A	3
DPSCF300120	DPOGS215339	A	3
DPSCF300120	DPOGS215312	A	3
DPSCF300120	DPOGS215326	A	3
DPSCF300120	DPOGS215325	A	3
DPSCF300120	DPOGS215340	A	3
DPSCF300120	DPOGS215315	A	3
DPSCF300120	DPOGS215302	A	3
DPSCF300120	DPOGS215331	A	3
DPSCF300120	DPOGS215345	A	3
DPSCF300120	DPOGS215319	A	3
DPSCF300120	DPOGS215320	A	3
DPSCF300120	DPOGS215299	A	3
DPSCF300120	DPOGS215343	A	3
DPSCF300120	DPOGS215324	A	3
DPSCF300120	DPOGS215323	A	3
DPSCF300120	DPOGS215301	A	3
DPSCF300121	DPOGS200394	A	NA
DPSCF300121	DPOGS200395	A	NA
DPSCF300121	DPOGS200396	A	NA
DPSCF300121	DPOGS200397	A	NA
DPSCF300121	DPOGS200398	A	NA
DPSCF300122	DPOGS214474	A	24
DPSCF300122	DPOGS214478	A	24
DPSCF300122	DPOGS214476	A	24
DPSCF300122	DPOGS214473	A	24
DPSCF300122	DPOGS214486	A	24
DPSCF300122	DPOGS214475	A	24
DPSCF300122	DPOGS214502	A	24
DPSCF300122	DPOGS214477	A	24
DPSCF300122	DPOGS214480	A	24
DPSCF300122	DPOGS214487	A	24
DPSCF300122	DPOGS214501	A	24
DPSCF300122	DPOGS214471	A	24
DPSCF300122	DPOGS214483	A	24
DPSCF300122	DPOGS214488	A	24
DPSCF300122	DPOGS214498	A	24
DPSCF300122	DPOGS214494	A	24
DPSCF300122	DPOGS214482	A	24
DPSCF300122	DPOGS214497	A	24
DPSCF300122	DPOGS214496	A	24
DPSCF300122	DPOGS214481	A	24
DPSCF300122	DPOGS214466	A	24
DPSCF300122	DPOGS214489	A	24
DPSCF300122	DPOGS214470	A	24
DPSCF300122	DPOGS214485	A	24
DPSCF300122	DPOGS214484	A	24
DPSCF300122	DPOGS214468	A	24
DPSCF300122	DPOGS214472	A	24
DPSCF300122	DPOGS214479	A	24
DPSCF300122	DPOGS214467	A	24
DPSCF300122	DPOGS214493	A	24
DPSCF300122	DPOGS214492	A	24
DPSCF300122	DPOGS214495	A	24
DPSCF300122	DPOGS214490	A	24
DPSCF300122	DPOGS214491	A	24
DPSCF300122	DPOGS214469	A	24
DPSCF300123	DPOGS204987	A	20
DPSCF300123	DPOGS204982	A	20
DPSCF300123	DPOGS205013	A	20
DPSCF300123	DPOGS204978	A	20
DPSCF300123	DPOGS204996	A	20
DPSCF300123	DPOGS204972	A	20
DPSCF300123	DPOGS204981	A	20
DPSCF300123	DPOGS204968	A	20
DPSCF300123	DPOGS205011	A	20
DPSCF300123	DPOGS204995	A	20
DPSCF300123	DPOGS204983	A	20
DPSCF300123	DPOGS204998	A	20
DPSCF300123	DPOGS205010	A	20
DPSCF300123	DPOGS205001	A	20
DPSCF300123	DPOGS204997	A	20
DPSCF300123	DPOGS205002	A	20
DPSCF300123	DPOGS204980	A	20
DPSCF300123	DPOGS204986	A	20
DPSCF300123	DPOGS204970	A	20
DPSCF300123	DPOGS204993	A	20
DPSCF300123	DPOGS205003	A	20
DPSCF300123	DPOGS204979	A	20
DPSCF300123	DPOGS205012	A	20
DPSCF300123	DPOGS204984	A	20
DPSCF300123	DPOGS204991	A	20
DPSCF300123	DPOGS204985	A	20
DPSCF300123	DPOGS204994	A	20
DPSCF300123	DPOGS205009	A	20
DPSCF300123	DPOGS204973	A	20
DPSCF300123	DPOGS204992	A	20
DPSCF300123	DPOGS204999	A	20
DPSCF300123	DPOGS205005	A	20
DPSCF300123	DPOGS205007	A	20
DPSCF300123	DPOGS205008	A	20
DPSCF300123	DPOGS204989	A	20
DPSCF300123	DPOGS204974	A	20
DPSCF300123	DPOGS204990	A	20
DPSCF300123	DPOGS204975	A	20
DPSCF300123	DPOGS205006	A	20
DPSCF300123	DPOGS204988	A	20
DPSCF300123	DPOGS205000	A	20
DPSCF300123	DPOGS204971	A	20
DPSCF300123	DPOGS204969	A	20
DPSCF300123	DPOGS204976	A	20
DPSCF300123	DPOGS205004	A	20
DPSCF300123	DPOGS204977	A	20
DPSCF300124	DPOGS213237	A	26
DPSCF300124	DPOGS213262	A	26
DPSCF300124	DPOGS213253	A	26
DPSCF300124	DPOGS213251	A	26
DPSCF300124	DPOGS213261	A	26
DPSCF300124	DPOGS213252	A	26
DPSCF300124	DPOGS213258	A	26
DPSCF300124	DPOGS213250	A	26
DPSCF300124	DPOGS213236	A	26
DPSCF300124	DPOGS213235	A	26
DPSCF300124	DPOGS213255	A	26
DPSCF300124	DPOGS213238	A	26
DPSCF300124	DPOGS213254	A	26
DPSCF300124	DPOGS213260	A	26
DPSCF300124	DPOGS213247	A	26
DPSCF300124	DPOGS213249	A	26
DPSCF300124	DPOGS213263	A	26
DPSCF300124	DPOGS213259	A	26
DPSCF300124	DPOGS213239	A	26
DPSCF300124	DPOGS213246	A	26
DPSCF300124	DPOGS213248	A	26
DPSCF300124	DPOGS213242	A	26
DPSCF300124	DPOGS213257	A	26
DPSCF300124	DPOGS213244	A	26
DPSCF300124	DPOGS213245	A	26
DPSCF300124	DPOGS213240	A	26
DPSCF300124	DPOGS213241	A	26
DPSCF300124	DPOGS213256	A	26
DPSCF300124	DPOGS213243	A	26
DPSCF300125	DPOGS211320	A	18
DPSCF300125	DPOGS211295	A	18
DPSCF300125	DPOGS211301	A	18
DPSCF300125	DPOGS211303	A	18
DPSCF300125	DPOGS211300	A	18
DPSCF300125	DPOGS211292	A	18
DPSCF300125	DPOGS211305	A	18
DPSCF300125	DPOGS211306	A	18
DPSCF300125	DPOGS211311	A	18
DPSCF300125	DPOGS211319	A	18
DPSCF300125	DPOGS211321	A	18
DPSCF300125	DPOGS211304	A	18
DPSCF300125	DPOGS211317	A	18
DPSCF300125	DPOGS211312	A	18
DPSCF300125	DPOGS211293	A	18
DPSCF300125	DPOGS211302	A	18
DPSCF300125	DPOGS211322	A	18
DPSCF300125	DPOGS211331	A	18
DPSCF300125	DPOGS211308	A	18
DPSCF300125	DPOGS211313	A	18
DPSCF300125	DPOGS211333	A	18
DPSCF300125	DPOGS211329	A	18
DPSCF300125	DPOGS211332	A	18
DPSCF300125	DPOGS211323	A	18
DPSCF300125	DPOGS211318	A	18
DPSCF300125	DPOGS211310	A	18
DPSCF300125	DPOGS211299	A	18
DPSCF300125	DPOGS211316	A	18
DPSCF300125	DPOGS211309	A	18
DPSCF300125	DPOGS211298	A	18
DPSCF300125	DPOGS211324	A	18
DPSCF300125	DPOGS211296	A	18
DPSCF300125	DPOGS211330	A	18
DPSCF300125	DPOGS211314	A	18
DPSCF300125	DPOGS211307	A	18
DPSCF300125	DPOGS211328	A	18
DPSCF300125	DPOGS211326	A	18
DPSCF300125	DPOGS211297	A	18
DPSCF300125	DPOGS211327	A	18
DPSCF300125	DPOGS211325	A	18
DPSCF300125	DPOGS211315	A	18
DPSCF300126	DPOGS202885	A	16
DPSCF300126	DPOGS202904	A	16
DPSCF300126	DPOGS202906	A	16
DPSCF300126	DPOGS202907	A	16
DPSCF300126	DPOGS202903	A	16
DPSCF300126	DPOGS202901	A	16
DPSCF300126	DPOGS202891	A	16
DPSCF300126	DPOGS202884	A	16
DPSCF300126	DPOGS202896	A	16
DPSCF300126	DPOGS202905	A	16
DPSCF300126	DPOGS202883	A	16
DPSCF300126	DPOGS202890	A	16
DPSCF300126	DPOGS202900	A	16
DPSCF300126	DPOGS202886	A	16
DPSCF300126	DPOGS202894	A	16
DPSCF300126	DPOGS202893	A	16
DPSCF300126	DPOGS202919	A	16
DPSCF300126	DPOGS202918	A	16
DPSCF300126	DPOGS202895	A	16
DPSCF300126	DPOGS202881	A	16
DPSCF300126	DPOGS202880	A	16
DPSCF300126	DPOGS202897	A	16
DPSCF300126	DPOGS202899	A	16
DPSCF300126	DPOGS202912	A	16
DPSCF300126	DPOGS202910	A	16
DPSCF300126	DPOGS202920	A	16
DPSCF300126	DPOGS202921	A	16
DPSCF300126	DPOGS202882	A	16
DPSCF300126	DPOGS202916	A	16
DPSCF300126	DPOGS202889	A	16
DPSCF300126	DPOGS202878	A	16
DPSCF300126	DPOGS202898	A	16
DPSCF300126	DPOGS202892	A	16
DPSCF300126	DPOGS202902	A	16
DPSCF300126	DPOGS202879	A	16
DPSCF300126	DPOGS202911	A	16
DPSCF300126	DPOGS202917	A	16
DPSCF300126	DPOGS202908	A	16
DPSCF300126	DPOGS202915	A	16
DPSCF300126	DPOGS202909	A	16
DPSCF300126	DPOGS202888	A	16
DPSCF300126	DPOGS202887	A	16
DPSCF300126	DPOGS202914	A	16
DPSCF300126	DPOGS202913	A	16
DPSCF300127	DPOGS209489	A	17
DPSCF300127	DPOGS209482	A	17
DPSCF300127	DPOGS209481	A	17
DPSCF300127	DPOGS209498	A	17
DPSCF300127	DPOGS209490	A	17
DPSCF300127	DPOGS209488	A	17
DPSCF300127	DPOGS209513	A	17
DPSCF300127	DPOGS209491	A	17
DPSCF300127	DPOGS209495	A	17
DPSCF300127	DPOGS209485	A	17
DPSCF300127	DPOGS209483	A	17
DPSCF300127	DPOGS209484	A	17
DPSCF300127	DPOGS209507	A	17
DPSCF300127	DPOGS209497	A	17
DPSCF300127	DPOGS209515	A	17
DPSCF300127	DPOGS209522	A	17
DPSCF300127	DPOGS209492	A	17
DPSCF300127	DPOGS209487	A	17
DPSCF300127	DPOGS209493	A	17
DPSCF300127	DPOGS209486	A	17
DPSCF300127	DPOGS209512	A	17
DPSCF300127	DPOGS209494	A	17
DPSCF300127	DPOGS209479	A	17
DPSCF300127	DPOGS209500	A	17
DPSCF300127	DPOGS209496	A	17
DPSCF300127	DPOGS209502	A	17
DPSCF300127	DPOGS209499	A	17
DPSCF300127	DPOGS209501	A	17
DPSCF300127	DPOGS209519	A	17
DPSCF300127	DPOGS209505	A	17
DPSCF300127	DPOGS209506	A	17
DPSCF300127	DPOGS209520	A	17
DPSCF300127	DPOGS209514	A	17
DPSCF300127	DPOGS209503	A	17
DPSCF300127	DPOGS209518	A	17
DPSCF300127	DPOGS209517	A	17
DPSCF300127	DPOGS209504	A	17
DPSCF300127	DPOGS209516	A	17
DPSCF300127	DPOGS209523	A	17
DPSCF300127	DPOGS209521	A	17
DPSCF300127	DPOGS209511	A	17
DPSCF300127	DPOGS209508	A	17
DPSCF300127	DPOGS209509	A	17
DPSCF300128	DPOGS200182	A	9
DPSCF300128	DPOGS200139	A	9
DPSCF300128	DPOGS200183	A	9
DPSCF300128	DPOGS200138	A	9
DPSCF300128	DPOGS200164	A	9
DPSCF300128	DPOGS200163	A	9
DPSCF300128	DPOGS200162	A	9
DPSCF300128	DPOGS200178	A	9
DPSCF300128	DPOGS200137	A	9
DPSCF300128	DPOGS200131	A	9
DPSCF300128	DPOGS200187	A	9
DPSCF300128	DPOGS200148	A	9
DPSCF300128	DPOGS200180	A	9
DPSCF300128	DPOGS200141	A	9
DPSCF300128	DPOGS200171	A	9
DPSCF300128	DPOGS200169	A	9
DPSCF300128	DPOGS200181	A	9
DPSCF300128	DPOGS200133	A	9
DPSCF300128	DPOGS200132	A	9
DPSCF300128	DPOGS200188	A	9
DPSCF300128	DPOGS200186	A	9
DPSCF300128	DPOGS200147	A	9
DPSCF300128	DPOGS200140	A	9
DPSCF300128	DPOGS200161	A	9
DPSCF300128	DPOGS200179	A	9
DPSCF300128	DPOGS200145	A	9
DPSCF300128	DPOGS200185	A	9
DPSCF300128	DPOGS200149	A	9
DPSCF300128	DPOGS200170	A	9
DPSCF300128	DPOGS200134	A	9
DPSCF300128	DPOGS200146	A	9
DPSCF300128	DPOGS200168	A	9
DPSCF300128	DPOGS200165	A	9
DPSCF300128	DPOGS200151	A	9
DPSCF300128	DPOGS200136	A	9
DPSCF300128	DPOGS200184	A	9
DPSCF300128	DPOGS200153	A	9
DPSCF300128	DPOGS200172	A	9
DPSCF300128	DPOGS200154	A	9
DPSCF300128	DPOGS200157	A	9
DPSCF300128	DPOGS200177	A	9
DPSCF300128	DPOGS200166	A	9
DPSCF300128	DPOGS200156	A	9
DPSCF300128	DPOGS200167	A	9
DPSCF300128	DPOGS200150	A	9
DPSCF300128	DPOGS200176	A	9
DPSCF300128	DPOGS200159	A	9
DPSCF300128	DPOGS200175	A	9
DPSCF300128	DPOGS200144	A	9
DPSCF300128	DPOGS200158	A	9
DPSCF300128	DPOGS200135	A	9
DPSCF300128	DPOGS200155	A	9
DPSCF300128	DPOGS200174	A	9
DPSCF300128	DPOGS200143	A	9
DPSCF300128	DPOGS200173	A	9
DPSCF300128	DPOGS200142	A	9
DPSCF300129	DPOGS215537	A	23
DPSCF300129	DPOGS215541	A	23
DPSCF300129	DPOGS215542	A	23
DPSCF300129	DPOGS215540	A	23
DPSCF300129	DPOGS215532	A	23
DPSCF300129	DPOGS215533	A	23
DPSCF300129	DPOGS215543	A	23
DPSCF300129	DPOGS215549	A	23
DPSCF300129	DPOGS215536	A	23
DPSCF300129	DPOGS215551	A	23
DPSCF300129	DPOGS215538	A	23
DPSCF300129	DPOGS215539	A	23
DPSCF300129	DPOGS215555	A	23
DPSCF300129	DPOGS215556	A	23
DPSCF300129	DPOGS215557	A	23
DPSCF300129	DPOGS215558	A	23
DPSCF300129	DPOGS215548	A	23
DPSCF300129	DPOGS215544	A	23
DPSCF300129	DPOGS215545	A	23
DPSCF300129	DPOGS215534	A	23
DPSCF300129	DPOGS215554	A	23
DPSCF300129	DPOGS215550	A	23
DPSCF300129	DPOGS215535	A	23
DPSCF300129	DPOGS215547	A	23
DPSCF300129	DPOGS215553	A	23
DPSCF300130	DPOGS213309	A	8
DPSCF300130	DPOGS213303	A	8
DPSCF300130	DPOGS213307	A	8
DPSCF300130	DPOGS213301	A	8
DPSCF300130	DPOGS213302	A	8
DPSCF300130	DPOGS213311	A	8
DPSCF300130	DPOGS213308	A	8
DPSCF300130	DPOGS213306	A	8
DPSCF300130	DPOGS213310	A	8
DPSCF300130	DPOGS213305	A	8
DPSCF300130	DPOGS213304	A	8
DPSCF300131	DPOGS202497	A	19
DPSCF300131	DPOGS202537	A	19
DPSCF300131	DPOGS202538	A	19
DPSCF300131	DPOGS202530	A	19
DPSCF300131	DPOGS202506	A	19
DPSCF300131	DPOGS202500	A	19
DPSCF300131	DPOGS202540	A	19
DPSCF300131	DPOGS202517	A	19
DPSCF300131	DPOGS202528	A	19
DPSCF300131	DPOGS202539	A	19
DPSCF300131	DPOGS202503	A	19
DPSCF300131	DPOGS202499	A	19
DPSCF300131	DPOGS202536	A	19
DPSCF300131	DPOGS202519	A	19
DPSCF300131	DPOGS202535	A	19
DPSCF300131	DPOGS202523	A	19
DPSCF300131	DPOGS202508	A	19
DPSCF300131	DPOGS202532	A	19
DPSCF300131	DPOGS202527	A	19
DPSCF300131	DPOGS202505	A	19
DPSCF300131	DPOGS202516	A	19
DPSCF300131	DPOGS202529	A	19
DPSCF300131	DPOGS202502	A	19
DPSCF300131	DPOGS202493	A	19
DPSCF300131	DPOGS202526	A	19
DPSCF300131	DPOGS202509	A	19
DPSCF300131	DPOGS202496	A	19
DPSCF300131	DPOGS202510	A	19
DPSCF300131	DPOGS202534	A	19
DPSCF300131	DPOGS202511	A	19
DPSCF300131	DPOGS202495	A	19
DPSCF300131	DPOGS202492	A	19
DPSCF300131	DPOGS202518	A	19
DPSCF300131	DPOGS202524	A	19
DPSCF300131	DPOGS202494	A	19
DPSCF300131	DPOGS202491	A	19
DPSCF300131	DPOGS202507	A	19
DPSCF300131	DPOGS202522	A	19
DPSCF300131	DPOGS202490	A	19
DPSCF300131	DPOGS202501	A	19
DPSCF300131	DPOGS202533	A	19
DPSCF300131	DPOGS202525	A	19
DPSCF300131	DPOGS202504	A	19
DPSCF300131	DPOGS202512	A	19
DPSCF300132	DPOGS215503	A	26
DPSCF300132	DPOGS215507	A	26
DPSCF300132	DPOGS215508	A	26
DPSCF300132	DPOGS215506	A	26
DPSCF300132	DPOGS215511	A	26
DPSCF300132	DPOGS215509	A	26
DPSCF300132	DPOGS215510	A	26
DPSCF300132	DPOGS215505	A	26
DPSCF300133	DPOGS207660	A	4
DPSCF300133	DPOGS207664	A	4
DPSCF300133	DPOGS207662	A	4
DPSCF300133	DPOGS207663	A	4
DPSCF300133	DPOGS207656	A	4
DPSCF300133	DPOGS207669	A	4
DPSCF300133	DPOGS207665	A	4
DPSCF300133	DPOGS207668	A	4
DPSCF300133	DPOGS207658	A	4
DPSCF300133	DPOGS207659	A	4
DPSCF300133	DPOGS207657	A	4
DPSCF300133	DPOGS207651	A	4
DPSCF300133	DPOGS207655	A	4
DPSCF300133	DPOGS207654	A	4
DPSCF300133	DPOGS207666	A	4
DPSCF300133	DPOGS207661	A	4
DPSCF300133	DPOGS207653	A	4
DPSCF300133	DPOGS207643	A	4
DPSCF300133	DPOGS207650	A	4
DPSCF300133	DPOGS207645	A	4
DPSCF300133	DPOGS207647	A	4
DPSCF300133	DPOGS207652	A	4
DPSCF300133	DPOGS207649	A	4
DPSCF300133	DPOGS207646	A	4
DPSCF300133	DPOGS207648	A	4
DPSCF300134	DPOGS209679	Z_anc	1
DPSCF300134	DPOGS209671	Z_anc	1
DPSCF300134	DPOGS209670	Z_anc	1
DPSCF300134	DPOGS209686	Z_anc	1
DPSCF300134	DPOGS209678	Z_anc	1
DPSCF300134	DPOGS209689	Z_anc	1
DPSCF300134	DPOGS209668	Z_anc	1
DPSCF300134	DPOGS209667	Z_anc	1
DPSCF300134	DPOGS209684	Z_anc	1
DPSCF300134	DPOGS209685	Z_anc	1
DPSCF300134	DPOGS209681	Z_anc	1
DPSCF300134	DPOGS209676	Z_anc	1
DPSCF300134	DPOGS209688	Z_anc	1
DPSCF300134	DPOGS209666	Z_anc	1
DPSCF300134	DPOGS209669	Z_anc	1
DPSCF300134	DPOGS209665	Z_anc	1
DPSCF300134	DPOGS209672	Z_anc	1
DPSCF300134	DPOGS209680	Z_anc	1
DPSCF300134	DPOGS209677	Z_anc	1
DPSCF300134	DPOGS209673	Z_anc	1
DPSCF300134	DPOGS209664	Z_anc	1
DPSCF300134	DPOGS209682	Z_anc	1
DPSCF300134	DPOGS209683	Z_anc	1
DPSCF300134	DPOGS209687	Z_anc	1
DPSCF300134	DPOGS209675	Z_anc	1
DPSCF300134	DPOGS209674	Z_anc	1
DPSCF300135	DPOGS214899	A	NA
DPSCF300135	DPOGS214901	A	NA
DPSCF300135	DPOGS214902	A	NA
DPSCF300135	DPOGS214904	A	NA
DPSCF300135	DPOGS214905	A	NA
DPSCF300135	DPOGS214907	A	NA
DPSCF300135	DPOGS214903	A	NA
DPSCF300135	DPOGS214906	A	NA
DPSCF300136	DPOGS212004	A	24
DPSCF300136	DPOGS212007	A	24
DPSCF300136	DPOGS212008	A	24
DPSCF300136	DPOGS212002	A	24
DPSCF300136	DPOGS212003	A	24
DPSCF300136	DPOGS212010	A	24
DPSCF300136	DPOGS212009	A	24
