# Species	Genes	Alg.-Conn.	Dp_OGS2_prots.fas	Mcinx_prots_noPA.fas
2	2	1	DPOGS207888	MCINX001715
2	2	1	DPOGS207889	MCINX015834
2	2	1	DPOGS207890	MCINX015837
2	2	1	DPOGS207891	MCINX015838
2	2	1	DPOGS207894	MCINX013655
2	2	1	DPOGS207895	MCINX008171
2	2	1	DPOGS207896	MCINX014729
2	2	1	DPOGS207897	MCINX014730
2	2	1	DPOGS207898	MCINX014731
2	2	1	DPOGS207899	MCINX014735
2	2	1	DPOGS207901	MCINX007825
2	2	1	DPOGS207902	MCINX007826
2	2	1	DPOGS207903	MCINX007827
2	2	1	DPOGS207904	MCINX007828
2	2	1	DPOGS207905	MCINX011911
2	2	1	DPOGS207917	MCINX002091
2	2	1	DPOGS207918	MCINX014225
2	2	1	DPOGS207923	MCINX010840
2	2	1	DPOGS207926	MCINX001880
2	2	1	DPOGS207927	MCINX002855
2	2	1	DPOGS207931	MCINX009349
2	2	1	DPOGS207932	MCINX009348
2	2	1	DPOGS207936	MCINX009795
2	2	1	DPOGS207937	MCINX009797
2	2	1	DPOGS207940	MCINX010857
2	2	1	DPOGS207941	MCINX010856
2	2	1	DPOGS207943	MCINX014951
2	2	1	DPOGS207944	MCINX014949
2	2	1	DPOGS207946	MCINX005634
2	2	1	DPOGS207947	MCINX005633
2	2	1	DPOGS207949	MCINX006853
2	2	1	DPOGS207950	MCINX001322
2	2	1	DPOGS207951	MCINX002672
2	2	1	DPOGS207953	MCINX002670
2	2	1	DPOGS207954	MCINX002667
2	2	1	DPOGS207955	MCINX002666
2	2	1	DPOGS207959	MCINX002669
2	2	1	DPOGS207960	MCINX002671
2	2	1	DPOGS207962	MCINX014948
2	2	1	DPOGS207963	MCINX014950
2	2	1	DPOGS207964	MCINX010858
2	2	1	DPOGS207965	MCINX010859
2	2	1	DPOGS207966	MCINX010862
2	2	1	DPOGS207968	MCINX009350
2	2	1	DPOGS207969	MCINX002869
2	2	1	DPOGS207971	MCINX002867
2	2	1	DPOGS207973	MCINX002865
2	2	1	DPOGS207975	MCINX002864
2	2	1	DPOGS207976	MCINX002863
2	2	1	DPOGS207979	MCINX002860
2	2	1	DPOGS207980	MCINX002859
2	2	1	DPOGS207982	MCINX002857
2	2	1	DPOGS207984	MCINX002853
2	2	1	DPOGS207991	MCINX001879
2	2	1	DPOGS207993	MCINX001875
2	2	1	DPOGS207994	MCINX001874
2	2	1	DPOGS208001	MCINX015120
2	2	1	DPOGS208003	MCINX004621
2	2	1	DPOGS208004	MCINX004624
2	2	1	DPOGS208015	MCINX005049
2	2	1	DPOGS208016	MCINX005046
2	2	1	DPOGS208019	MCINX005061
2	2	1	DPOGS208020	MCINX015072
2	2	1	DPOGS208021	MCINX015070
2	2	1	DPOGS208022	MCINX010929
2	2	1	DPOGS208024	MCINX008293
2	2	1	DPOGS208027	MCINX005951
2	2	1	DPOGS208029	MCINX005952
2	2	1	DPOGS208030	MCINX016347
2	2	1	DPOGS208031	MCINX011781
2	2	1	DPOGS208035	MCINX006287
2	2	1	DPOGS208039	MCINX011782
2	2	1	DPOGS208040	MCINX016345
2	2	1	DPOGS208041	MCINX016346
2	2	1	DPOGS208042	MCINX005949
2	2	1	DPOGS208043	MCINX005948
2	2	1	DPOGS208044	MCINX005946
2	2	1	DPOGS208045	MCINX008294
2	2	1	DPOGS208048	MCINX010927
2	2	1	DPOGS208050	MCINX015069
2	2	1	DPOGS208051	MCINX015071
2	2	1	DPOGS208054	MCINX005045
2	2	1	DPOGS208056	MCINX005047
2	2	1	DPOGS208057	MCINX005048
2	2	1	DPOGS208058	MCINX005050
2	2	1	DPOGS208064	MCINX003633
2	2	1	DPOGS208065	MCINX000257
2	2	1	DPOGS208066	MCINX000259
2	2	1	DPOGS208068	MCINX008766
2	2	1	DPOGS208069	MCINX002493
2	2	1	DPOGS208071	MCINX002495
2	2	1	DPOGS208074	MCINX002674
2	2	1	DPOGS208075	MCINX012405
2	2	1	DPOGS208078	MCINX002494
2	2	1	DPOGS208079	MCINX008767
2	2	1	DPOGS208080	MCINX008765
2	2	1	DPOGS208081	MCINX003227
2	2	1	DPOGS208082	MCINX000260
2	2	1	DPOGS208084	MCINX000258
2	2	1	DPOGS208086	MCINX003318
2	2	1	DPOGS208087	MCINX003634
2	2	1	DPOGS208091	MCINX000050
2	2	1	DPOGS208094	MCINX009774
2	2	1	DPOGS208095	MCINX001465
2	2	1	DPOGS208098	MCINX014657
2	2	1	DPOGS208099	MCINX008333
2	2	1	DPOGS208102	MCINX014656
2	2	1	DPOGS208103	MCINX009775
2	2	1	DPOGS208106	MCINX014823
2	2	1	DPOGS208110	MCINX014665
2	2	1	DPOGS208111	MCINX011439
2	2	1	DPOGS208113	MCINX010718
2	2	1	DPOGS208115	MCINX008197
2	2	1	DPOGS208117	MCINX011173
2	2	1	DPOGS208119	MCINX011170
2	2	1	DPOGS208122	MCINX011166
2	2	1	DPOGS208125	MCINX011165
2	2	1	DPOGS208127	MCINX011171
2	2	1	DPOGS208128	MCINX011172
2	2	1	DPOGS208129	MCINX008198
2	2	1	DPOGS208131	MCINX011441
2	2	1	DPOGS208132	MCINX011438
2	2	1	DPOGS208133	MCINX014664
2	2	1	DPOGS208136	MCINX011583
2	2	1	DPOGS208138	MCINX011684
2	2	1	DPOGS208139	MCINX008597
2	2	1	DPOGS208144	MCINX013801
2	2	1	DPOGS208145	MCINX002226
2	2	1	DPOGS208146	MCINX011685
2	2	1	DPOGS208147	MCINX001522
2	2	1	DPOGS208150	MCINX013429
2	2	1	DPOGS208154	MCINX003600
2	2	1	DPOGS208155	MCINX003599
2	2	1	DPOGS208161	MCINX004091
2	2	1	DPOGS208163	MCINX006819
2	2	1	DPOGS208164	MCINX001524
2	2	1	DPOGS208165	MCINX001523
2	2	1	DPOGS208166	MCINX007058
2	2	1	DPOGS208169	MCINX012068
2	2	1	DPOGS208171	MCINX004736
2	2	1	DPOGS208172	MCINX004734
2	2	1	DPOGS208175	MCINX015091
2	2	1	DPOGS208183	MCINX015088
2	2	1	DPOGS208184	MCINX015092
2	2	1	DPOGS208189	MCINX007177
2	2	1	DPOGS208192	MCINX005697
2	2	1	DPOGS208197	MCINX012607
2	2	1	DPOGS208199	MCINX003664
2	2	1	DPOGS208202	MCINX005242
2	2	1	DPOGS208204	MCINX007306
2	2	1	DPOGS208205	MCINX007307
2	2	1	DPOGS208208	MCINX011107
2	2	1	DPOGS208211	MCINX000457
2	2	1	DPOGS208214	MCINX012609
2	2	1	DPOGS208224	MCINX001600
2	2	1	DPOGS208226	MCINX010890
2	2	1	DPOGS208231	MCINX006470
2	2	1	DPOGS208233	MCINX012193
2	2	1	DPOGS208235	MCINX007272
2	2	1	DPOGS208236	MCINX007270
2	2	1	DPOGS208237	MCINX008130
2	2	1	DPOGS208238	MCINX008129
2	2	1	DPOGS208239	MCINX015750
2	2	1	DPOGS208242	MCINX008132
2	2	1	DPOGS208243	MCINX008136
2	2	1	DPOGS208244	MCINX008134
2	2	1	DPOGS208247	MCINX008138
2	2	1	DPOGS208249	MCINX008140
2	2	1	DPOGS208253	MCINX008147
2	2	1	DPOGS208257	MCINX008149
2	4	0.146	DPOGS208260,DPOGS208264-PA	MCINX015784,MCINX015782
2	2	1	DPOGS208262	MCINX015779
2	2	1	DPOGS208263	MCINX015783
2	2	1	DPOGS208267	MCINX015759
2	2	1	DPOGS208268	MCINX015755
2	2	1	DPOGS208269	MCINX015757
2	2	1	DPOGS208271	MCINX015744
2	2	1	DPOGS208273	MCINX015760
2	2	1	DPOGS208278	MCINX015763
2	2	1	DPOGS208279	MCINX015761
2	2	1	DPOGS208284	MCINX015775
2	2	1	DPOGS208286	MCINX007271
2	2	1	DPOGS208288	MCINX007274
2	2	1	DPOGS208292	MCINX008811
2	2	1	DPOGS208293	MCINX008809
2	2	1	DPOGS208295	MCINX015455
2	2	1	DPOGS208298	MCINX010891
2	2	1	DPOGS208300	MCINX001599
2	2	1	DPOGS208301	MCINX001595
2	2	1	DPOGS208311	MCINX013305
2	2	1	DPOGS208313	MCINX000129
2	2	1	DPOGS208314	MCINX000128
2	2	1	DPOGS208315	MCINX000126
2	2	1	DPOGS208317	MCINX000130
2	2	1	DPOGS208318	MCINX000131
2	2	1	DPOGS208326	MCINX005894
2	2	1	DPOGS208329	MCINX012827
2	2	1	DPOGS208333	MCINX012826
2	2	1	DPOGS208340	MCINX012832
2	2	1	DPOGS208341	MCINX005891
2	2	1	DPOGS208342	MCINX005893
2	2	1	DPOGS208343	MCINX005896
2	2	1	DPOGS208350	MCINX007373
2	2	1	DPOGS208353	MCINX003160
2	2	1	DPOGS208354	MCINX008733
2	2	1	DPOGS208364	MCINX002627
2	2	1	DPOGS208369	MCINX014263
2	2	1	DPOGS208370	MCINX013549
2	2	1	DPOGS208371	MCINX013550
2	2	1	DPOGS208372	MCINX013551
2	2	1	DPOGS208374	MCINX009012
2	2	1	DPOGS208375	MCINX001302
2	2	1	DPOGS208381	MCINX006017
2	2	1	DPOGS208384	MCINX002630
2	2	1	DPOGS208385	MCINX015690
2	2	1	DPOGS208392	MCINX000400
2	2	1	DPOGS208394	MCINX000398
2	2	1	DPOGS208395	MCINX009984
2	3	0.333	DPOGS208397,DPOGS208398-PA	MCINX014918
2	2	1	DPOGS208401	MCINX008156
2	2	1	DPOGS208403	MCINX008161
2	2	1	DPOGS208405	MCINX008163
2	2	1	DPOGS208408	MCINX008155
2	2	1	DPOGS208409	MCINX014912
2	2	1	DPOGS208410	MCINX014914
2	2	1	DPOGS208412	MCINX014915
2	2	1	DPOGS208413	MCINX014916
2	3	0.333	DPOGS208414,DPOGS208415-PA	MCINX009983
2	2	1	DPOGS208417	MCINX009985
2	2	1	DPOGS208418	MCINX000396
2	2	1	DPOGS208420	MCINX004942
2	2	1	DPOGS208423	MCINX013335
2	2	1	DPOGS208424	MCINX013941
2	2	1	DPOGS208427	MCINX010830
2	2	1	DPOGS208428	MCINX009675
2	2	1	DPOGS208430	MCINX010178
2	2	1	DPOGS208431	MCINX010179
2	2	1	DPOGS208434	MCINX006658
2	2	1	DPOGS208435	MCINX012588
2	2	1	DPOGS208437	MCINX006060
2	2	1	DPOGS208438	MCINX010177
2	2	1	DPOGS208439	MCINX004918
2	2	1	DPOGS208440	MCINX004917
2	2	1	DPOGS208441	MCINX009676
2	2	1	DPOGS208442	MCINX009674
2	2	1	DPOGS208446	MCINX010829
2	2	1	DPOGS208451	MCINX008564
2	2	1	DPOGS208453	MCINX011043
2	2	1	DPOGS208455	MCINX006103
2	2	1	DPOGS208456	MCINX006102
2	2	1	DPOGS208457	MCINX004971
2	2	1	DPOGS208458	MCINX004970
2	2	1	DPOGS208459	MCINX001134
2	2	1	DPOGS208463	MCINX001746
2	2	1	DPOGS208465	MCINX001747
2	2	1	DPOGS208467	MCINX002042
2	2	1	DPOGS208468	MCINX004798
2	2	1	DPOGS208470	MCINX000253
2	2	1	DPOGS208473	MCINX013868
2	2	1	DPOGS208474	MCINX009202
2	2	1	DPOGS208475	MCINX014148
2	2	1	DPOGS208476	MCINX004352
2	2	1	DPOGS208479	MCINX011702
2	2	1	DPOGS208480	MCINX007351
2	2	1	DPOGS208481	MCINX014200
2	2	1	DPOGS208482	MCINX014201
2	2	1	DPOGS208483	MCINX014203
2	2	1	DPOGS208484	MCINX014204
2	2	1	DPOGS208486	MCINX016386
2	2	1	DPOGS208489	MCINX016381
2	2	1	DPOGS208491	MCINX016374
2	2	1	DPOGS208492	MCINX016373
2	2	1	DPOGS208497	MCINX004139
2	2	1	DPOGS208498	MCINX006458
2	2	1	DPOGS208499	MCINX012454
2	2	1	DPOGS208500	MCINX001817
2	2	1	DPOGS208501	MCINX008051
2	2	1	DPOGS208503	MCINX004072
2	2	1	DPOGS208504	MCINX004071
2	2	1	DPOGS208505	MCINX009235
2	2	1	DPOGS208509	MCINX015456
2	2	1	DPOGS208513	MCINX008795
2	2	1	DPOGS208514	MCINX012202
2	2	1	DPOGS208515	MCINX012206
2	2	1	DPOGS208519	MCINX010653
2	2	1	DPOGS208520	MCINX010538
2	2	1	DPOGS208521	MCINX010537
2	2	1	DPOGS208522	MCINX014058
2	2	1	DPOGS208524	MCINX012203
2	2	1	DPOGS208525	MCINX015460
2	2	1	DPOGS208527	MCINX015465
2	2	1	DPOGS208528	MCINX015467
2	2	1	DPOGS208534	MCINX009234
2	2	1	DPOGS208538	MCINX008052
2	2	1	DPOGS208541	MCINX007394
2	2	1	DPOGS208542	MCINX012455
2	2	1	DPOGS208543	MCINX006457
2	2	1	DPOGS208544	MCINX004140
2	2	1	DPOGS208549	MCINX016375
2	2	1	DPOGS208552	MCINX016380
2	2	1	DPOGS208553	MCINX016382
2	2	1	DPOGS208554	MCINX016385
2	2	1	DPOGS208556	MCINX014207
2	2	1	DPOGS208557	MCINX014205
2	2	1	DPOGS208558	MCINX014202
2	2	1	DPOGS208559	MCINX007352
2	2	1	DPOGS208562	MCINX004357
2	2	1	DPOGS208563	MCINX004353
2	2	1	DPOGS208567	MCINX013867
2	2	1	DPOGS208568	MCINX014031
2	2	1	DPOGS208569	MCINX000255
2	2	1	DPOGS208570	MCINX000254
2	2	1	DPOGS208576	MCINX001748
2	2	1	DPOGS208578	MCINX001130
2	2	1	DPOGS208579	MCINX001135
2	2	1	DPOGS208580	MCINX001136
2	2	1	DPOGS208581	MCINX004969
2	2	1	DPOGS208584	MCINX004974
2	2	1	DPOGS208586	MCINX014154
2	2	1	DPOGS208587	MCINX007060
2	2	1	DPOGS208588	MCINX005505
2	2	1	DPOGS208596	MCINX006217
2	2	1	DPOGS208599	MCINX006211
2	3	0.333	DPOGS208600,DPOGS211243-PA	MCINX005826
2	2	1	DPOGS208601	MCINX010706
2	2	1	DPOGS208602	MCINX001383
2	2	1	DPOGS208604	MCINX008685
2	2	1	DPOGS208606	MCINX006210
2	2	1	DPOGS208607	MCINX006212
2	2	1	DPOGS208609	MCINX014787
2	2	1	DPOGS208610	MCINX011456
2	2	1	DPOGS208618	MCINX009594
2	2	1	DPOGS208619	MCINX009592
2	2	1	DPOGS208620	MCINX006666
2	2	1	DPOGS208621	MCINX009814
2	2	1	DPOGS208624	MCINX005504
2	3	0.333	DPOGS208625,DPOGS208626-PA	MCINX005506
2	2	1	DPOGS208627	MCINX005507
2	2	1	DPOGS208638	MCINX016561
2	2	1	DPOGS208639	MCINX003211
2	2	1	DPOGS208640	MCINX003209
2	2	1	DPOGS208641	MCINX003208
2	2	1	DPOGS208644	MCINX002251
2	2	1	DPOGS208645	MCINX002254
2	2	1	DPOGS208646	MCINX002255
2	2	1	DPOGS208647	MCINX012512
2	2	1	DPOGS208648	MCINX012957
2	2	1	DPOGS208649	MCINX000279
2	2	1	DPOGS208650	MCINX005648
2	2	1	DPOGS208652	MCINX012956
2	2	1	DPOGS208653	MCINX010523
2	2	1	DPOGS208654	MCINX010524
2	2	1	DPOGS208655	MCINX002256
2	2	1	DPOGS208656	MCINX002252
2	2	1	DPOGS208657	MCINX002250
2	2	1	DPOGS208658	MCINX002249
2	2	1	DPOGS208661	MCINX003210
2	2	1	DPOGS208662	MCINX003212
2	2	1	DPOGS208663	MCINX016558
2	2	1	DPOGS208666	MCINX008011
2	2	1	DPOGS208671	MCINX001405
2	2	1	DPOGS208674	MCINX016417
2	2	1	DPOGS208676	MCINX016422
2	2	1	DPOGS208678	MCINX010464
2	2	1	DPOGS208684	MCINX014169
2	2	1	DPOGS208685	MCINX007970
2	2	1	DPOGS208686	MCINX007969
2	2	1	DPOGS208687	MCINX007966
2	2	1	DPOGS208688	MCINX004135
2	2	1	DPOGS208689	MCINX000045
2	2	1	DPOGS208692	MCINX011415
2	2	1	DPOGS208695	MCINX015087
2	2	1	DPOGS208696	MCINX000119
2	2	1	DPOGS208698	MCINX003170
2	2	1	DPOGS208701	MCINX003173
2	2	1	DPOGS208705	MCINX002541
2	2	1	DPOGS208707	MCINX002535
2	2	1	DPOGS208708	MCINX005249
2	2	1	DPOGS208709	MCINX011261
2	2	1	DPOGS208710	MCINX011264
2	2	1	DPOGS208711	MCINX011263
2	2	1	DPOGS208713	MCINX011267
2	2	1	DPOGS208714	MCINX008278
2	2	1	DPOGS208715	MCINX008279
2	2	1	DPOGS208716	MCINX008283
2	2	1	DPOGS208717	MCINX008287
2	2	1	DPOGS208718	MCINX001149
2	2	1	DPOGS208722	MCINX008288
2	2	1	DPOGS208723	MCINX008286
2	2	1	DPOGS208725	MCINX008280
2	2	1	DPOGS208728	MCINX011265
2	2	1	DPOGS208731	MCINX002536
2	2	1	DPOGS208732	MCINX002540
2	2	1	DPOGS208733	MCINX002542
2	2	1	DPOGS208735	MCINX002545
2	2	1	DPOGS208739	MCINX002546
2	2	1	DPOGS208745	MCINX000123
2	2	1	DPOGS208747	MCINX011413
2	2	1	DPOGS208750	MCINX012356
2	2	1	DPOGS208752	MCINX007967
2	3	0.333	DPOGS208753,DPOGS208754-PA	MCINX014168
2	2	1	DPOGS208755	MCINX007981
2	2	1	DPOGS208760	MCINX008836
2	2	1	DPOGS208763	MCINX005058
2	2	1	DPOGS208773	MCINX016462
2	2	1	DPOGS208775	MCINX001274
2	2	1	DPOGS208779	MCINX001263
2	2	1	DPOGS208781	MCINX001256
2	2	1	DPOGS208783	MCINX001253
2	2	1	DPOGS208784	MCINX012622
2	2	1	DPOGS208785	MCINX012623
2	2	1	DPOGS208788	MCINX001802
2	2	1	DPOGS208789	MCINX004878
2	2	1	DPOGS208791	MCINX008433
2	2	1	DPOGS208792	MCINX008437
2	2	1	DPOGS208793	MCINX008439
2	2	1	DPOGS208794	MCINX008442
2	2	1	DPOGS208799	MCINX001320
2	2	1	DPOGS208800	MCINX001318
2	2	1	DPOGS208802	MCINX003751
2	2	1	DPOGS208807	MCINX003746
2	2	1	DPOGS208808	MCINX003743
2	2	1	DPOGS208810	MCINX012144
2	2	1	DPOGS208812	MCINX004377
2	2	1	DPOGS208813	MCINX009242
2	2	1	DPOGS208816	MCINX012142
2	2	1	DPOGS208817	MCINX003744
2	2	1	DPOGS208821	MCINX008441
2	2	1	DPOGS208823	MCINX008435
2	2	1	DPOGS208824	MCINX008434
2	2	1	DPOGS208825	MCINX004876
2	2	1	DPOGS208828	MCINX001803
2	2	1	DPOGS208830	MCINX001808
2	2	1	DPOGS208834	MCINX001251
2	2	1	DPOGS208835	MCINX001252
2	2	1	DPOGS208837	MCINX001257
2	2	1	DPOGS208838	MCINX001261
2	2	1	DPOGS208839	MCINX001262
2	2	1	DPOGS208841	MCINX001265
2	2	1	DPOGS208843	MCINX016460
2	2	1	DPOGS208844	MCINX016461
2	2	1	DPOGS208847	MCINX016466
2	2	1	DPOGS208849	MCINX014968
2	2	1	DPOGS208852	MCINX008967
2	2	1	DPOGS208859	MCINX003616
2	2	1	DPOGS208861	MCINX015281
2	2	1	DPOGS208863	MCINX004005
2	2	1	DPOGS208864	MCINX004003
2	2	1	DPOGS208869	MCINX002829
2	2	1	DPOGS208870	MCINX002830
2	2	1	DPOGS208871	MCINX002831
2	2	1	DPOGS208873	MCINX008096
2	2	1	DPOGS208875	MCINX000358
2	2	1	DPOGS208878	MCINX006338
2	2	1	DPOGS208879	MCINX006340
2	2	1	DPOGS208880	MCINX014606
2	2	1	DPOGS208881	MCINX014531
2	2	1	DPOGS208882	MCINX014530
2	2	1	DPOGS208884	MCINX005454
2	2	1	DPOGS208885	MCINX005450
2	2	1	DPOGS208888	MCINX008398
2	2	1	DPOGS208889	MCINX006831
2	2	1	DPOGS208893	MCINX002575
2	2	1	DPOGS208896	MCINX008401
2	2	1	DPOGS208897	MCINX009825
2	2	1	DPOGS208898	MCINX009829
2	2	1	DPOGS208902	MCINX009836
2	2	1	DPOGS208903	MCINX009837
2	2	1	DPOGS208904	MCINX012938
2	2	1	DPOGS208909	MCINX004228
2	2	1	DPOGS208910	MCINX004229
2	2	1	DPOGS208912	MCINX004231
2	2	1	DPOGS208913	MCINX004232
2	2	1	DPOGS208914	MCINX004233
2	2	1	DPOGS208915	MCINX004237
2	2	1	DPOGS208918	MCINX001868
2	2	1	DPOGS208919	MCINX011784
2	2	1	DPOGS208920	MCINX010762
2	2	1	DPOGS208922	MCINX011484
2	2	1	DPOGS208924	MCINX007446
2	2	1	DPOGS208926	MCINX007740
2	2	1	DPOGS208928	MCINX002087
2	2	1	DPOGS208930	MCINX002090
2	2	1	DPOGS208935	MCINX007738
2	2	1	DPOGS208936	MCINX007739
2	2	1	DPOGS208939	MCINX007448
2	2	1	DPOGS208940	MCINX001937
2	2	1	DPOGS208941	MCINX011913
2	2	1	DPOGS208943	MCINX011481
2	2	1	DPOGS208944	MCINX010760
2	2	1	DPOGS208945	MCINX010761
2	2	1	DPOGS208946	MCINX015553
2	2	1	DPOGS208947	MCINX011785
2	2	1	DPOGS208950	MCINX004245
2	2	1	DPOGS208951	MCINX004241
2	2	1	DPOGS208952	MCINX004238
2	2	1	DPOGS208954	MCINX004223
2	2	1	DPOGS208956	MCINX012939
2	2	1	DPOGS208957	MCINX009827
2	2	1	DPOGS208958	MCINX009824
2	2	1	DPOGS208959	MCINX008400
2	2	1	DPOGS208960	MCINX007319
2	2	1	DPOGS208963	MCINX003891
2	2	1	DPOGS208964	MCINX007450
2	2	1	DPOGS208966	MCINX006832
2	2	1	DPOGS208967	MCINX008399
2	2	1	DPOGS208970	MCINX007942
2	2	1	DPOGS208971	MCINX005441
2	2	1	DPOGS208972	MCINX005449
2	2	1	DPOGS208975	MCINX007237
2	2	1	DPOGS208976	MCINX007236
2	2	1	DPOGS208980	MCINX014646
2	2	1	DPOGS208986	MCINX004002
2	2	1	DPOGS208987	MCINX004004
2	2	1	DPOGS208990	MCINX010210
2	2	1	DPOGS208992	MCINX010213
2	2	1	DPOGS208994	MCINX001415
2	2	1	DPOGS208997	MCINX001419
2	2	1	DPOGS208998	MCINX001421
2	2	1	DPOGS208999	MCINX001425
2	2	1	DPOGS209003	MCINX005542
2	2	1	DPOGS209004	MCINX011736
2	2	1	DPOGS209005	MCINX013258
2	2	1	DPOGS209006	MCINX013255
2	2	1	DPOGS209010	MCINX013260
2	2	1	DPOGS209015	MCINX015672
2	2	1	DPOGS209017	MCINX011735
2	2	1	DPOGS209028	MCINX011928
2	2	1	DPOGS209029	MCINX012220
2	2	1	DPOGS209031	MCINX012217
2	2	1	DPOGS209032	MCINX009003
2	2	1	DPOGS209033	MCINX004708
2	2	1	DPOGS209036	MCINX015860
2	2	1	DPOGS209038	MCINX015857
2	2	1	DPOGS209048	MCINX000029
2	2	1	DPOGS209050	MCINX015855
2	2	1	DPOGS209051	MCINX015859
2	2	1	DPOGS209054	MCINX012604
2	2	1	DPOGS209057	MCINX004710
2	2	1	DPOGS209060	MCINX007117
2	2	1	DPOGS209065	MCINX011927
2	2	1	DPOGS209068	MCINX002451
2	2	1	DPOGS209069	MCINX002446
2	2	1	DPOGS209073	MCINX004247
2	2	1	DPOGS209079	MCINX004692
2	2	1	DPOGS209080	MCINX004060
2	2	1	DPOGS209088	MCINX011469
2	2	1	DPOGS209089	MCINX016300
2	2	1	DPOGS209091	MCINX016299
2	2	1	DPOGS209094	MCINX002533
2	2	1	DPOGS209096	MCINX001813
2	2	1	DPOGS209097	MCINX001814
2	2	1	DPOGS209104	MCINX000160
2	2	1	DPOGS209109	MCINX000157
2	2	1	DPOGS209110	MCINX007050
2	2	1	DPOGS209112	MCINX003364
2	2	1	DPOGS209113	MCINX003363
2	2	1	DPOGS209118	MCINX007770
2	2	1	DPOGS209128	MCINX016270
2	2	1	DPOGS209129	MCINX009471
2	2	1	DPOGS209133	MCINX010193
2	2	1	DPOGS209135	MCINX009635
2	2	1	DPOGS209137	MCINX009942
2	3	0.333	DPOGS209145,DPOGS209146-PA	MCINX014117
2	2	1	DPOGS209147	MCINX000650
2	2	1	DPOGS209149	MCINX000651
2	2	1	DPOGS209150	MCINX000653
2	2	1	DPOGS209151	MCINX000654
2	2	1	DPOGS209152	MCINX006559
2	2	1	DPOGS209155	MCINX006194
2	2	1	DPOGS209156	MCINX016623
2	2	1	DPOGS209157	MCINX016620
2	2	1	DPOGS209159	MCINX003334
2	2	1	DPOGS209160	MCINX003331
2	2	1	DPOGS209161	MCINX003329
2	2	1	DPOGS209162	MCINX003327
2	3	0.333	DPOGS209164,DPOGS209165-PA	MCINX003323
2	2	1	DPOGS209171	MCINX005584
2	2	1	DPOGS209172	MCINX012509
2	2	1	DPOGS209173	MCINX011504
2	2	1	DPOGS209174	MCINX005587
2	2	1	DPOGS209176	MCINX003325
2	2	1	DPOGS209177	MCINX003326
2	2	1	DPOGS209178	MCINX003328
2	2	1	DPOGS209179	MCINX003330
2	2	1	DPOGS209180	MCINX003332
2	2	1	DPOGS209185	MCINX016622
2	2	1	DPOGS209186	MCINX006195
2	2	1	DPOGS209193	MCINX000652
2	2	1	DPOGS209195	MCINX014118
2	2	1	DPOGS209199	MCINX011341
2	2	1	DPOGS209200	MCINX009632
2	2	1	DPOGS209203	MCINX014115
2	2	1	DPOGS209207	MCINX010192
2	2	1	DPOGS209208	MCINX014381
2	2	1	DPOGS209209	MCINX014380
2	2	1	DPOGS209210	MCINX001306
2	2	1	DPOGS209211	MCINX014501
2	2	1	DPOGS209213	MCINX013673
2	2	1	DPOGS209215	MCINX009470
2	2	1	DPOGS209217	MCINX015630
2	2	1	DPOGS209219	MCINX003181
2	2	1	DPOGS209220	MCINX010816
2	2	1	DPOGS209221	MCINX010817
2	2	1	DPOGS209223	MCINX006588
2	2	1	DPOGS209225	MCINX011188
2	2	1	DPOGS209226	MCINX010137
2	2	1	DPOGS209230	MCINX015001
2	2	1	DPOGS209232	MCINX010818
2	2	1	DPOGS209233	MCINX002581
2	2	1	DPOGS209235	MCINX013339
2	2	1	DPOGS209239	MCINX012418
2	2	1	DPOGS209243	MCINX005746
2	2	1	DPOGS209245	MCINX013107
2	2	1	DPOGS209246	MCINX015470
2	2	1	DPOGS209248	MCINX008622
2	2	1	DPOGS209249	MCINX014608
2	2	1	DPOGS209250	MCINX003388
2	2	1	DPOGS209251	MCINX007880
2	3	0.333	DPOGS209254,DPOGS209255-PA	MCINX006635
2	2	1	DPOGS209260	MCINX003387
2	2	1	DPOGS209262	MCINX009616
2	2	1	DPOGS209263	MCINX012029
2	2	1	DPOGS209265	MCINX015149
2	2	1	DPOGS209266	MCINX015150
2	2	1	DPOGS209267	MCINX012539
2	2	1	DPOGS209269	MCINX005748
2	2	1	DPOGS209270	MCINX005747
2	2	1	DPOGS209271	MCINX005745
2	2	1	DPOGS209282	MCINX010638
2	2	1	DPOGS209285	MCINX004157
2	2	1	DPOGS209287	MCINX004419
2	2	1	DPOGS209288	MCINX004420
2	2	1	DPOGS209289	MCINX004422
2	2	1	DPOGS209290	MCINX004423
2	2	1	DPOGS209291	MCINX004424
2	2	1	DPOGS209293	MCINX004426
2	2	1	DPOGS209294	MCINX004421
2	2	1	DPOGS209304	MCINX000876
2	2	1	DPOGS209312	MCINX002881
2	2	1	DPOGS209314	MCINX015005
2	2	1	DPOGS209317	MCINX004552
2	2	1	DPOGS209319	MCINX011997
2	2	1	DPOGS209320	MCINX013045
2	2	1	DPOGS209322	MCINX002884
2	2	1	DPOGS209325	MCINX002883
2	2	1	DPOGS209326	MCINX002882
2	2	1	DPOGS209329	MCINX009970
2	2	1	DPOGS209332	MCINX009194
2	2	1	DPOGS209334	MCINX013647
2	2	1	DPOGS209335	MCINX013645
2	2	1	DPOGS209343	MCINX001772
2	2	1	DPOGS209345	MCINX010189
2	2	1	DPOGS209346	MCINX006808
2	2	1	DPOGS209356	MCINX015433
2	2	1	DPOGS209365	MCINX003377
2	2	1	DPOGS209369	MCINX011766
2	2	1	DPOGS209371	MCINX008840
