# Species	Genes	Alg.-Conn.	bombyx_refseq_proteins_accession.fa	Dp_OGS2_prots.fas
2	2	1	XP_004926366	DPOGS214449
2	2	1	XP_004926367	DPOGS211059
2	2	1	XP_004926370	DPOGS214455
2	2	1	XP_004926374	DPOGS204745
2	2	1	XP_004926376	DPOGS204778
2	2	1	XP_004926377	DPOGS204740
2	3	0.333	XP_004926379,XP_004926380	DPOGS209288
2	2	1	XP_004926382	DPOGS209294
2	2	1	XP_004926383	DPOGS209289
2	2	1	XP_004926384	DPOGS209291
2	2	1	XP_004926385	DPOGS209293
2	4	0.146	XP_004926386,XP_004927381	DPOGS213409,DPOGS212680
2	3	0.333	XP_004926391	DPOGS204749,DPOGS204747
2	2	1	XP_004926393	DPOGS204776
2	2	1	XP_004926396	DPOGS204780
2	2	1	XP_004926397	DPOGS204781
2	2	1	XP_004926399	DPOGS209285
2	2	1	XP_004926402	DPOGS209290
2	2	1	XP_004926404	DPOGS215285
2	2	1	XP_004926405	DPOGS201149
2	2	1	XP_004926406	DPOGS201146
2	2	1	XP_004926407	DPOGS201145
2	2	1	XP_004926414	DPOGS201130
2	2	1	XP_004926416	DPOGS201165
2	2	1	XP_004926417	DPOGS201167
2	2	1	XP_004926418	DPOGS201148
2	2	1	XP_004926421	DPOGS201158
2	2	1	XP_004926425	DPOGS201162
2	2	1	XP_004926426	DPOGS201133
2	2	1	XP_004926427	DPOGS201164
2	3	0.333	XP_004926429,XP_004926430	DPOGS202452
2	2	1	XP_004926431	DPOGS202450
2	3	0.333	XP_004926432,XP_004926433	DPOGS202459
2	2	1	XP_004926436	DPOGS204972
2	2	1	XP_004926437	DPOGS205003
2	2	1	XP_004926438	DPOGS202446
2	2	1	XP_004926440	DPOGS202462
2	2	1	XP_004926441	DPOGS202463
2	3	0.333	XP_004926442,XP_004926443	DPOGS202444
2	3	0.333	XP_004926444,XP_004926445	DPOGS207548
2	2	1	XP_004926446	DPOGS207598
2	2	1	XP_004926447	DPOGS207599
2	2	1	XP_004926448	DPOGS207600
2	3	0.333	XP_004926449,XP_004926450	DPOGS207547
2	2	1	XP_004926451	DPOGS207601
2	3	0.333	XP_004926452,XP_004926453	DPOGS207546
2	3	0.333	XP_004926454,XP_004926455	DPOGS207605
2	2	1	XP_004926456	DPOGS207602
2	2	1	XP_004926457	DPOGS205766
2	2	1	XP_004926458	DPOGS205768
2	3	0.333	XP_004926459,XP_004926460	DPOGS205769
2	2	1	XP_004926461	DPOGS205757
2	2	1	XP_004926462	DPOGS202456
2	2	1	XP_004926463	DPOGS202449
2	2	1	XP_004926466	DPOGS205763
2	2	1	XP_004926469	DPOGS205227
2	2	1	XP_004926471	DPOGS205212
2	2	1	XP_004926473	DPOGS205222
2	2	1	XP_004926474	DPOGS205213
2	2	1	XP_004926476	DPOGS203880
2	2	1	XP_004926477	DPOGS203884
2	2	1	XP_004926478	DPOGS203876
2	2	1	XP_004926482	DPOGS211522
2	3	1	XP_004926483	DPOGS211523,DPOGS211521
2	2	1	XP_004926488	DPOGS211504
2	2	1	XP_004926489	DPOGS211524
2	2	1	XP_004926490	DPOGS211503
2	2	1	XP_004926491	DPOGS211498
2	2	1	XP_004926498	DPOGS205225
2	2	1	XP_004926499	DPOGS203882
2	2	1	XP_004926500	DPOGS203877
2	2	1	XP_004926501	DPOGS203885
2	2	1	XP_004926502	DPOGS211505
2	2	1	XP_004926504	DPOGS211501
2	2	1	XP_004926507	DPOGS211500
2	2	1	XP_004926508	DPOGS211528
2	2	1	XP_004926510	DPOGS211494
2	2	1	XP_004926511	DPOGS211506
2	2	1	XP_004926512	DPOGS207551
2	2	1	XP_004926513	DPOGS207591
2	2	1	XP_004926514	DPOGS207585
2	2	1	XP_004926516	DPOGS207559
2	2	1	XP_004926517	DPOGS207584
2	2	1	XP_004926518	DPOGS207583
2	3	0.333	XP_004926519	DPOGS213253,DPOGS213252
2	2	1	XP_004926521	DPOGS207561
2	3	0.333	XP_004926522,XP_004926523	DPOGS207580
2	4	0.25	XP_004926524,XP_004926535,XP_004926534	DPOGS207566
2	2	1	XP_004926525	DPOGS207552
2	2	1	XP_004926527	DPOGS207554
2	2	1	XP_004926528	DPOGS207555
2	2	1	XP_004926531	DPOGS207582
2	2	1	XP_004926532	DPOGS207563
2	2	1	XP_004926536	DPOGS207567
2	2	1	XP_004926537	DPOGS212274
2	2	1	XP_004926538	DPOGS208546
2	2	1	XP_004926540	DPOGS208547
2	2	1	XP_004926542	DPOGS208486
2	2	1	XP_004926544	DPOGS208487
2	2	1	XP_004926545	DPOGS208553
2	2	1	XP_004926547	DPOGS208488
2	2	1	XP_004926548	DPOGS208552
2	2	1	XP_004926549	DPOGS208555
2	2	1	XP_004926550	DPOGS213690
2	2	1	XP_004926551	DPOGS213676
2	2	1	XP_004926552	DPOGS213691
2	2	1	XP_004926553	DPOGS213692
2	4	0.25	XP_004926554,XP_004926556,XP_004926555	DPOGS213693
2	2	1	XP_004926557	DPOGS213675
2	2	1	XP_004926558	DPOGS213678
2	2	1	XP_004926559	DPOGS213686
2	2	1	XP_004926560	DPOGS213685
2	2	1	XP_004926561	DPOGS213679
2	2	1	XP_004926564	DPOGS208494
2	2	1	XP_004926565	DPOGS208554
2	2	1	XP_004926566	DPOGS208489
2	2	1	XP_004926567	DPOGS208550
2	2	1	XP_004926568	DPOGS208549
2	2	1	XP_004926570	DPOGS208485
2	2	1	XP_004926571	DPOGS213687
2	2	1	XP_004926572	DPOGS213689
2	2	1	XP_004926574	DPOGS212604
2	2	1	XP_004926575	DPOGS212611
2	3	0.333	XP_004926576,XP_004926577	DPOGS205726
2	2	1	XP_004926581	DPOGS212610
2	2	1	XP_004926582	DPOGS201062
2	2	1	XP_004926583	DPOGS215510
2	2	1	XP_004926584	DPOGS206178
2	2	1	XP_004926589	DPOGS210562
2	2	1	XP_004926590	DPOGS210561
2	4	0.25	XP_004926592,XP_004926594,XP_004926593	DPOGS210537
2	2	1	XP_004926597	DPOGS210540
2	2	1	XP_004926600	DPOGS210552
2	2	1	XP_004926601	DPOGS201707
2	2	1	XP_004926607	DPOGS213879
2	3	0.333	XP_004926609,XP_004926610	DPOGS213878
2	2	1	XP_004926611	DPOGS204453
2	2	1	XP_004926613	DPOGS210539
2	2	1	XP_004926614	DPOGS210557
2	2	1	XP_004926616	DPOGS210544
2	2	1	XP_004926617	DPOGS210546
2	2	1	XP_004926618	DPOGS210548
2	2	1	XP_004926619	DPOGS213875
2	2	1	XP_004926620	DPOGS213874
2	2	1	XP_004926623	DPOGS210549
2	2	1	XP_004926629	DPOGS213876
2	2	1	XP_004926631	DPOGS214469
2	2	1	XP_004926632	DPOGS214467
2	2	1	XP_004926633	DPOGS203773
2	2	1	XP_004926635	DPOGS203771
2	2	1	XP_004926636	DPOGS203731
2	2	1	XP_004926637	DPOGS203770
2	2	1	XP_004926638	DPOGS203732
2	2	1	XP_004926640	DPOGS203738
2	2	1	XP_004926641	DPOGS203739
2	3	0.333	XP_004926642,XP_004926643	DPOGS203765
2	2	1	XP_004926647	DPOGS203769
2	2	1	XP_004926648	DPOGS203735
2	2	1	XP_004926652	DPOGS215598
2	2	1	XP_004926654	DPOGS215249
2	2	1	XP_004926657	DPOGS215269
2	2	1	XP_004926658	DPOGS215270
2	2	1	XP_004926659	DPOGS215597
2	2	1	XP_004926660	DPOGS215566
2	2	1	XP_004926661	DPOGS215265
2	2	1	XP_004926664	DPOGS215257
2	2	1	XP_004926669	DPOGS215246
2	2	1	XP_004926673	DPOGS210832
2	2	1	XP_004926674	DPOGS210841
2	3	0.333	XP_004926676,XP_004926677	DPOGS210835
2	2	1	XP_004926682	DPOGS210840
2	2	1	XP_004926683	DPOGS210838
2	2	1	XP_004926684	DPOGS210836
2	2	1	XP_004926689	DPOGS205382
2	2	1	XP_004926690	DPOGS205367
2	2	1	XP_004926691	DPOGS205191
2	3	0.333	XP_004926692,XP_004926693	DPOGS205190
2	3	0.333	XP_004926694,XP_004926695	DPOGS205248
2	4	0.25	XP_004926699,XP_004926702,XP_004926701	DPOGS205247
2	2	1	XP_004926700	DPOGS205242
2	2	1	XP_004926704	DPOGS205195
2	4	0.25	XP_004926707,XP_004926709,XP_004926708	DPOGS205243
2	2	1	XP_004926712	DPOGS215355
2	2	1	XP_004926714	DPOGS205379
2	2	1	XP_004926715	DPOGS205372
2	2	1	XP_004926716	DPOGS205371
2	2	1	XP_004926720	DPOGS205370
2	2	1	XP_004926731	DPOGS205192
2	2	1	XP_004926736	DPOGS205196
2	2	1	XP_004926738	DPOGS205197
2	3	0.333	XP_004926741,XP_004933893	DPOGS205201
2	2	1	XP_004926743	DPOGS205241
2	2	1	XP_004926745	DPOGS200021
2	2	1	XP_004926746	DPOGS215395
2	2	1	XP_004926747	DPOGS215393
2	4	0.25	XP_004926748,XP_004926750,XP_004926749	DPOGS211634
2	5	0.2	XP_004926751,XP_004926754,XP_004926753,XP_004926752	DPOGS215394
2	2	1	XP_004926756	DPOGS209563
2	2	1	XP_004926760	DPOGS211468
2	2	1	XP_004926762	DPOGS211488
2	3	0.333	XP_004926767	DPOGS203930,DPOGS203558
2	2	1	XP_004926768	DPOGS211664
2	3	0.333	XP_004926770,XP_004926771	DPOGS211662
2	3	0.333	XP_004926772	DPOGS211673,DPOGS211672
2	2	1	XP_004926774	DPOGS211661
2	2	1	XP_004926775	DPOGS203592
2	3	0.333	XP_004926776,XP_004926777	DPOGS203626
2	2	1	XP_004926778	DPOGS203588
2	3	0.333	XP_004926779,XP_004926780	DPOGS203587
2	2	1	XP_004926781	DPOGS203629
2	2	1	XP_004926782	DPOGS203586
2	2	1	XP_004926784	DPOGS201719
2	2	1	XP_004926786	DPOGS211669
2	2	1	XP_004926789	DPOGS201735
2	2	1	XP_004926792	DPOGS203630
2	2	1	XP_004926795	DPOGS212638
2	2	1	XP_004926796	DPOGS212585
2	2	1	XP_004926797	DPOGS212635
2	2	1	XP_004926798	DPOGS212632
2	2	1	XP_004926799	DPOGS212602
2	2	1	XP_004926800	DPOGS212603
2	2	1	XP_004926801	DPOGS206844
2	2	1	XP_004926802	DPOGS212590
2	2	1	XP_004926803	DPOGS212589
2	2	1	XP_004926804	DPOGS212613
2	2	1	XP_004926805	DPOGS212601
2	2	1	XP_004926806	DPOGS212599
2	2	1	XP_004926807	DPOGS212620
2	2	1	XP_004926808	DPOGS212621
2	2	1	XP_004926809	DPOGS212598
2	2	1	XP_004926811	DPOGS212597
2	2	1	XP_004926812	DPOGS212595
2	2	1	XP_004926813	DPOGS215030
2	2	1	XP_004926814	DPOGS205105
2	2	1	XP_004926815	DPOGS212627
2	2	1	XP_004926816	DPOGS212593
2	2	1	XP_004926819	DPOGS208615
2	2	1	XP_004926820	DPOGS208592
2	2	1	XP_004926821	DPOGS208621
2	2	1	XP_004926822	DPOGS208618
2	2	1	XP_004926823	DPOGS208619
2	2	1	XP_004926824	DPOGS211611
2	2	1	XP_004926825	DPOGS211606
2	2	1	XP_004926826	DPOGS211605
2	2	1	XP_004926827	DPOGS211604
2	2	1	XP_004926829	DPOGS211603
2	2	1	XP_004926830	DPOGS211616
2	2	1	XP_004926832	DPOGS211602
2	2	1	XP_004926833	DPOGS211617
2	2	1	XP_004926834	DPOGS211610
2	2	1	XP_004926839	DPOGS211613
2	2	1	XP_004926840	DPOGS211614
2	3	0.333	XP_004926841,XP_004926842	DPOGS208321
2	5	0.2	XP_004926843,XP_004926846,XP_004926845,XP_004926844	DPOGS208309
2	2	1	XP_004926847	DPOGS208311
2	2	1	XP_004926849	DPOGS208317
2	2	1	XP_004926850	DPOGS208314
2	2	1	XP_004926852	DPOGS200210
2	2	1	XP_004926856	DPOGS208319
2	2	1	XP_004926861	DPOGS208589
2	2	1	XP_004926863	DPOGS208588
2	3	0.333	XP_004926864	DPOGS208626,DPOGS208625
2	3	0.333	XP_004926865,XP_004926866	DPOGS208627
2	3	0.333	XP_004926867,XP_004926868	DPOGS215437
2	3	0.333	XP_004926869,XP_004926870	DPOGS215448
2	2	1	XP_004926874	DPOGS215438
2	2	1	XP_004926876	DPOGS215436
2	2	1	XP_004926877	DPOGS215435
2	2	1	XP_004926878	DPOGS206870
2	2	1	XP_004926879	DPOGS212708
2	2	1	XP_004926880	DPOGS212694
2	2	1	XP_004926883	DPOGS212742
2	2	1	XP_004926884	DPOGS212720
2	2	1	XP_004926885	DPOGS212765
2	2	1	XP_004926886	DPOGS212697
2	2	1	XP_004926888	DPOGS212695
2	4	0.25	XP_004926889,XP_004926891,XP_004926890	DPOGS212770
2	2	1	XP_004926892	DPOGS201777
2	2	1	XP_004926893	DPOGS201823
2	2	1	XP_004926894	DPOGS201822
2	2	1	XP_004926895	DPOGS201779
2	2	1	XP_004926896	DPOGS201781
2	2	1	XP_004926897	DPOGS201782
2	2	1	XP_004926898	DPOGS201784
2	2	1	XP_004926899	DPOGS207069
2	2	1	XP_004926900	DPOGS206872
2	3	0.333	XP_004926901,XP_004926902	DPOGS206873
2	4	0.25	XP_004926903,XP_004926905,XP_004926904	DPOGS206874
2	2	1	XP_004926906	DPOGS207064
2	2	1	XP_004926907	DPOGS212701
2	2	1	XP_004926909	DPOGS212699
2	2	1	XP_004926910	DPOGS212766
2	2	1	XP_004926912	DPOGS212696
2	2	1	XP_004926913	DPOGS201778
2	2	1	XP_004926916	DPOGS206871
2	2	1	XP_004926918	DPOGS207067
2	2	1	XP_004926919	DPOGS209476
2	4	0.25	XP_004926920,XP_004926922,XP_004926921	DPOGS209473
2	3	0.333	XP_004926924,XP_004926925	DPOGS209464
2	2	1	XP_004926926	DPOGS209461
2	2	1	XP_004926927	DPOGS209448
2	2	1	XP_004926929	DPOGS209447
2	2	1	XP_004926930	DPOGS209449
2	4	0.146	XP_004926931,XP_004931382	DPOGS208601,DPOGS207326
2	2	1	XP_004926932	DPOGS209458
2	2	1	XP_004926933	DPOGS209451
2	2	1	XP_004926934	DPOGS209452
2	2	1	XP_004926936	DPOGS209439
2	2	1	XP_004926937	DPOGS209471
2	2	1	XP_004926938	DPOGS209467
2	2	1	XP_004926939	DPOGS209442
2	2	1	XP_004926940	DPOGS209445
2	2	1	XP_004926941	DPOGS209446
2	2	1	XP_004926943	DPOGS209460
2	3	0.333	XP_004926949,XP_004926950	DPOGS201119
2	2	1	XP_004926951	DPOGS201117
2	2	1	XP_004926953	DPOGS212669
2	2	1	XP_004926955	DPOGS201123
2	2	1	XP_004926956	DPOGS201120
2	2	1	XP_004926957	DPOGS201118
2	2	1	XP_004926959	DPOGS201112
2	2	1	XP_004926960	DPOGS201115
2	2	1	XP_004926963	DPOGS202761
2	2	1	XP_004926964	DPOGS202765
2	2	1	XP_004926973	DPOGS202762
2	2	1	XP_004926975	DPOGS205863
2	2	1	XP_004926976	DPOGS213923
2	2	1	XP_004926977	DPOGS213924
2	2	1	XP_004926978	DPOGS213903
2	2	1	XP_004926980	DPOGS213911
2	2	1	XP_004926981	DPOGS213916
2	2	1	XP_004926982	DPOGS213917
2	2	1	XP_004926983	DPOGS213910
2	2	1	XP_004926986	DPOGS213901
2	2	1	XP_004926990	DPOGS210464
2	2	1	XP_004926991	DPOGS210433
2	2	1	XP_004926993	DPOGS206000
2	2	1	XP_004926995	DPOGS206015
2	4	0.25	XP_004926996,XP_004933838,XP_004927001	DPOGS201177
2	2	1	XP_004926997	DPOGS206014
2	2	1	XP_004926998	DPOGS206005
2	2	1	XP_004926999	DPOGS206006
2	2	1	XP_004927004	DPOGS210429
2	2	1	XP_004927005	DPOGS210465
2	2	1	XP_004927006	DPOGS210430
2	2	1	XP_004927007	DPOGS210462
2	2	1	XP_004927008	DPOGS210461
2	2	1	XP_004927010	DPOGS206017
2	2	1	XP_004927013	DPOGS206012
2	2	1	XP_004927014	DPOGS215831
2	2	1	XP_004927016	DPOGS215834
2	2	1	XP_004927017	DPOGS215817
2	2	1	XP_004927018	DPOGS215836
2	2	1	XP_004927019	DPOGS215814
2	3	0.333	XP_004927020,XP_004927021	DPOGS215813
2	2	1	XP_004927022	DPOGS215812
2	2	1	XP_004927025	DPOGS215841
2	2	1	XP_004927026	DPOGS215843
2	2	1	XP_004927029	DPOGS215818
2	2	1	XP_004927030	DPOGS215816
2	2	1	XP_004927031	DPOGS215815
2	2	1	XP_004927032	DPOGS215811
2	2	1	XP_004927034	DPOGS204336
2	3	0.333	XP_004927035,XP_004927036	DPOGS204334
2	2	1	XP_004927037	DPOGS204339
2	2	1	XP_004927040	DPOGS204331
2	2	1	XP_004927042	DPOGS204328
2	2	1	XP_004927043	DPOGS204343
2	2	1	XP_004927044	DPOGS204327
2	2	1	XP_004927045	DPOGS204344
2	2	1	XP_004927048	DPOGS204324
2	2	1	XP_004927049	DPOGS204323
2	2	1	XP_004927050	DPOGS204349
2	2	1	XP_004927053	DPOGS200381
2	2	1	XP_004927054	DPOGS200382
2	2	1	XP_004927055	DPOGS200383
2	2	1	XP_004927056	DPOGS200259
2	2	1	XP_004927057	DPOGS215591
2	2	1	XP_004927058	DPOGS200384
2	2	1	XP_004927062	DPOGS204342
2	2	1	XP_004927063	DPOGS204345
2	2	1	XP_004927064	DPOGS204347
2	2	1	XP_004927067	DPOGS215174
2	2	1	XP_004927069	DPOGS215227
2	2	1	XP_004927070	DPOGS215356
2	2	1	XP_004927071	DPOGS215173
2	2	1	XP_004927073	DPOGS215169
2	2	1	XP_004927078	DPOGS207571
2	2	1	XP_004927079	DPOGS207578
2	2	1	XP_004927080	DPOGS207570
2	4	0.25	XP_004927084,XP_004927086,XP_004927085	DPOGS215475
2	2	1	XP_004927087	DPOGS215472
2	2	1	XP_004927088	DPOGS208434
2	2	1	XP_004927090	DPOGS208433
2	3	0.333	XP_004927093	DPOGS212345,DPOGS212344
2	2	1	XP_004927094	DPOGS212366
2	2	1	XP_004927095	DPOGS212349
2	2	1	XP_004927097	DPOGS205089
2	2	1	XP_004927100	DPOGS207362
2	2	1	XP_004927101	DPOGS207322
2	2	1	XP_004927102	DPOGS207360
2	2	1	XP_004927103	DPOGS207323
2	2	1	XP_004927104	DPOGS207678
2	2	1	XP_004927105	DPOGS207684
2	2	1	XP_004927108	DPOGS215500
2	2	1	XP_004927112	DPOGS207359
2	2	1	XP_004927114	DPOGS201936
2	2	1	XP_004927115	DPOGS207681
2	2	1	XP_004927117	DPOGS207676
2	2	1	XP_004927118	DPOGS207675
2	2	1	XP_004927121	DPOGS207705
2	2	1	XP_004927122	DPOGS207857
2	2	1	XP_004927123	DPOGS207701
2	2	1	XP_004927125	DPOGS207700
2	2	1	XP_004927126	DPOGS207699
2	2	1	XP_004927130	DPOGS207706
2	2	1	XP_004927131	DPOGS207856
2	2	1	XP_004927132	DPOGS207859
2	2	1	XP_004927133	DPOGS207698
2	2	1	XP_004927134	DPOGS207860
2	2	1	XP_004927135	DPOGS207861
2	2	1	XP_004927136	DPOGS212382
2	2	1	XP_004927138	DPOGS203136
2	2	1	XP_004927140	DPOGS214483
2	2	1	XP_004927142	DPOGS209200
2	3	0.333	XP_004927143,XP_004927144	DPOGS209136
2	3	0.333	XP_004927145,XP_004927146	DPOGS209135
2	3	0.333	XP_004927147,XP_004927148	DPOGS209206
2	2	1	XP_004927149	DPOGS209208
2	2	1	XP_004927150	DPOGS201949
2	2	1	XP_004927151	DPOGS203232
2	2	1	XP_004927153	DPOGS203231
2	2	1	XP_004927154	DPOGS203230
2	2	1	XP_004927156	DPOGS203557
2	2	1	XP_004927157	DPOGS209137
2	2	1	XP_004927158	DPOGS209205
2	2	1	XP_004927159	DPOGS209209
2	2	1	XP_004927160	DPOGS211389
2	4	0.25	XP_004927161,XP_004927163,XP_004927162	DPOGS205842
2	3	0.333	XP_004927166,XP_004927167	DPOGS207549
2	2	1	XP_004927168	DPOGS207596
2	2	1	XP_004927170	DPOGS211428
2	2	1	XP_004927171	DPOGS205866
2	2	1	XP_004927174	DPOGS207597
2	2	1	XP_004927176	DPOGS207592
2	2	1	XP_004927177	DPOGS212359
2	2	1	XP_004927178	DPOGS212352
2	2	1	XP_004927179	DPOGS212358
2	2	1	XP_004927180	DPOGS212353
2	2	1	XP_004927181	DPOGS212327
2	2	1	XP_004927183	DPOGS212390
2	2	1	XP_004927184	DPOGS212326
2	2	1	XP_004927185	DPOGS212324
2	2	1	XP_004927186	DPOGS203307
2	2	1	XP_004927187	DPOGS203401
2	2	1	XP_004927188	DPOGS203306
2	2	1	XP_004927191	DPOGS203305
2	2	1	XP_004927192	DPOGS203304
2	2	1	XP_004927193	DPOGS206033
2	2	1	XP_004927194	DPOGS203036
2	2	1	XP_004927196	DPOGS203308
2	2	1	XP_004927202	DPOGS209369
2	2	1	XP_004927204	DPOGS209370
2	2	1	XP_004927205	DPOGS209377
2	2	1	XP_004927206	DPOGS209371
2	2	1	XP_004927207	DPOGS209073
2	2	1	XP_004927210	DPOGS209086
2	2	1	XP_004927211	DPOGS209378
2	2	1	XP_004927215	DPOGS214715
2	2	1	XP_004927216	DPOGS214733
2	2	1	XP_004927217	DPOGS214649
2	2	1	XP_004927218	DPOGS214735
2	2	1	XP_004927219	DPOGS214568
2	2	1	XP_004927220	DPOGS208584
2	3	0.333	XP_004927221,XP_004927222	DPOGS208457
2	2	1	XP_004927223	DPOGS208580
2	2	1	XP_004927224	DPOGS208581
2	2	1	XP_004927225	DPOGS208459
2	2	1	XP_004927226	DPOGS210469
2	2	1	XP_004927227	DPOGS210428
2	3	0.333	XP_004927228,XP_004927229	DPOGS210426
2	2	1	XP_004927231	DPOGS210472
2	2	1	XP_004927232	DPOGS210474
2	2	1	XP_004927233	DPOGS210423
2	2	1	XP_004927234	DPOGS210422
2	2	1	XP_004927236	DPOGS210420
2	2	1	XP_004927237	DPOGS210421
2	3	0.333	XP_004927240,XP_004927241	DPOGS210478
2	2	1	XP_004927242	DPOGS208672
2	2	1	XP_004927243	DPOGS210470
2	2	1	XP_004927245	DPOGS210476
2	2	1	XP_004927246	DPOGS210419
2	2	1	XP_004927247	DPOGS204954
2	2	1	XP_004927249	DPOGS206779
2	2	1	XP_004927250	DPOGS207208
2	2	1	XP_004927251	DPOGS207207
2	2	1	XP_004927252	DPOGS214017
2	2	1	XP_004927253	DPOGS215532
2	2	1	XP_004927254	DPOGS215533
2	2	1	XP_004927255	DPOGS206778
2	2	1	XP_004927257	DPOGS215558
2	2	1	XP_004927265	DPOGS203550
2	4	0.25	XP_004927266,XP_004927268,XP_004927267	DPOGS203515
2	2	1	XP_004927269	DPOGS203513
2	2	1	XP_004927270	DPOGS203552
2	2	1	XP_004927271	DPOGS203554
2	2	1	XP_004927272	DPOGS203512
2	3	0.333	XP_004927276,XP_004932856	DPOGS209962
2	2	1	XP_004927277	DPOGS200397
2	2	1	XP_004927278	DPOGS215527
2	2	1	XP_004927279	DPOGS215517
2	2	1	XP_004927280	DPOGS200759
2	2	1	XP_004927281	DPOGS200758
2	2	1	XP_004927282	DPOGS200757
2	3	0.333	XP_004927283,XP_004927284	DPOGS210296
2	2	1	XP_004927285	DPOGS210294
2	3	0.333	XP_004927286,XP_004927287	DPOGS201915
2	2	1	XP_004927289	DPOGS210778
2	2	1	XP_004927290	DPOGS210777
2	2	1	XP_004927291	DPOGS216153
2	2	1	XP_004927296	DPOGS216096
2	3	0.333	XP_004927297,XP_004927298	DPOGS216097
2	2	1	XP_004927300	DPOGS208435
2	2	1	XP_004927301	DPOGS216095
2	2	1	XP_004927302	DPOGS216133
2	2	1	XP_004927304	DPOGS216135
2	2	1	XP_004927305	DPOGS216128
2	2	1	XP_004927306	DPOGS216127
2	2	1	XP_004927308	DPOGS214694
2	2	1	XP_004927309	DPOGS214695
2	2	1	XP_004927311	DPOGS214770
2	2	1	XP_004927312	DPOGS214696
2	2	1	XP_004927313	DPOGS213440
2	2	1	XP_004927316	DPOGS211472
2	2	1	XP_004927318	DPOGS211543
2	2	1	XP_004927321	DPOGS201656
2	2	1	XP_004927322	DPOGS211550
2	2	1	XP_004927325	DPOGS213368
2	5	0.2	XP_004927327,XP_004927330,XP_004927329,XP_004927328	DPOGS203536
2	2	1	XP_004927331	DPOGS203537
2	2	1	XP_004927334	DPOGS213369
2	2	1	XP_004927335	DPOGS213393
2	2	1	XP_004927337	DPOGS203531
2	2	1	XP_004927340	DPOGS201916
2	2	1	XP_004927342	DPOGS200587
2	2	1	XP_004927346	DPOGS215353
2	2	1	XP_004927347	DPOGS200585
2	2	1	XP_004927348	DPOGS215363
2	2	1	XP_004927349	DPOGS210596
2	2	1	XP_004927351	DPOGS210597
2	2	1	XP_004927358	DPOGS201106
2	2	1	XP_004927359	DPOGS201125
2	2	1	XP_004927361	DPOGS207714
2	2	1	XP_004927365	DPOGS207851
2	2	1	XP_004927366	DPOGS207852
2	2	1	XP_004927370	DPOGS207854
2	2	1	XP_004927371	DPOGS207855
2	2	1	XP_004927372	DPOGS207711
2	2	1	XP_004927373	DPOGS207709
2	2	1	XP_004927376	DPOGS207712
2	2	1	XP_004927377	DPOGS207710
2	2	1	XP_004927378	DPOGS209564
2	2	1	XP_004927382	DPOGS212658
2	2	1	XP_004927383	DPOGS212667
2	3	0.333	XP_004927384	DPOGS201102,DPOGS201101
2	2	1	XP_004927387	DPOGS201100
2	2	1	XP_004927388	DPOGS209895
2	2	1	XP_004927389	DPOGS209898
2	2	1	XP_004927390	DPOGS209902
2	2	1	XP_004927391	DPOGS209890
2	2	1	XP_004927392	DPOGS209889
2	2	1	XP_004927394	DPOGS209901
2	2	1	XP_004927395	DPOGS209891
2	2	1	XP_004927396	DPOGS212380
2	2	1	XP_004927397	DPOGS212378
2	2	1	XP_004927399	DPOGS212340
2	3	0.333	XP_004927400,XP_004927401	DPOGS212339
2	2	1	XP_004927402	DPOGS212338
2	3	0.333	XP_004927405,XP_004927406	DPOGS212377
2	2	1	XP_004927408	DPOGS212337
2	2	1	XP_004927410	DPOGS212343
2	2	1	XP_004927411	DPOGS212368
2	2	1	XP_004927412	DPOGS207573
2	2	1	XP_004927438	DPOGS206539
2	2	1	XP_004927439	DPOGS206541
2	2	1	XP_004927440	DPOGS206543
2	2	1	XP_004927441	DPOGS206538
2	2	1	XP_004927442	DPOGS206544
2	2	1	XP_004927445	DPOGS211495
2	2	1	XP_004927446	DPOGS211530
2	2	1	XP_004927448	DPOGS214999
2	2	1	XP_004927449	DPOGS204618
2	2	1	XP_004927450	DPOGS201587
2	2	1	XP_004927453	DPOGS215485
2	2	1	XP_004927454	DPOGS212472
2	2	1	XP_004927456	DPOGS215484
2	2	1	XP_004927457	DPOGS215465
2	3	0.333	XP_004927459,XP_004927460	DPOGS209046
2	2	1	XP_004927461	DPOGS209047
2	2	1	XP_004927462	DPOGS209048
2	2	1	XP_004927463	DPOGS209040
2	2	1	XP_004927464	DPOGS209050
2	2	1	XP_004927465	DPOGS209039
2	2	1	XP_004927466	DPOGS205219
2	2	1	XP_004927470	DPOGS207672
2	2	1	XP_004927473	DPOGS215272
2	2	1	XP_004927474	DPOGS215276
2	2	1	XP_004927477	DPOGS215273
2	2	1	XP_004927478	DPOGS215274
2	2	1	XP_004927480	DPOGS200262
2	2	1	XP_004927481	DPOGS200260
2	2	1	XP_004927483	DPOGS200379
2	2	1	XP_004927484	DPOGS200261
2	2	1	XP_004927489	DPOGS209342
2	2	1	XP_004927491	DPOGS211619
2	2	1	XP_004927493	DPOGS209143
2	5	0.166	XP_004927494,XP_004927498,XP_004927497	DPOGS209146,DPOGS209145
2	2	1	XP_004927495	DPOGS203233
2	2	1	XP_004927499	DPOGS209194
2	2	1	XP_004927500	DPOGS209692
2	2	1	XP_004927503	DPOGS209703
2	2	1	XP_004927505	DPOGS203225
2	2	1	XP_004927506	DPOGS203138
2	2	1	XP_004927507	DPOGS203228
2	2	1	XP_004927508	DPOGS203229
2	2	1	XP_004927511	DPOGS203140
