gene	scaffold	begin	end	chrom	scaff_frag	fragment	begin_frag	end_frag
HMEL007910	HE670672	37355	38182	4	HE670672_1	1	0	98227
HMEL007911	HE670672	41090	52481	4	HE670672_1	1	0	98227
HMEL007912	HE670672	61431	62838	4	HE670672_1	1	0	98227
HMEL007913	HE670672	91973	98227	4	HE670672_1	1	0	98227
HMEL007914	HE670673	35526	49835	NA	HE670673_1	1	0	89078
HMEL007915	HE670673	38204	38317	NA	HE670673_1	1	0	89078
HMEL007916	HE670673	40575	40689	NA	HE670673_1	1	0	89078
HMEL007917	HE670673	43312	43426	NA	HE670673_1	1	0	89078
HMEL007918	HE670673	45325	45439	NA	HE670673_1	1	0	89078
HMEL007919	HE670673	46053	46167	NA	HE670673_1	1	0	89078
HMEL007920	HE670673	46631	46745	NA	HE670673_1	1	0	89078
HMEL007921	HE670673	49857	49971	NA	HE670673_1	1	0	89078
HMEL007922	HE670673	53486	60489	NA	HE670673_1	1	0	89078
HMEL007923	HE670673	59778	63975	NA	HE670673_1	1	0	89078
HMEL007924	HE670673	67829	82191	NA	HE670673_1	1	0	89078
HMEL007925	HE670673	85156	88423	NA	HE670673_1	1	0	89078
HMEL007926	HE670674	2055	7322	7	HE670674_1	1	0	15578
HMEL007927	HE670674	8362	15576	7	HE670674_1	1	0	15578
HMEL007928	HE670675	4162	8800	NA	HE670675_1	1	0	48878
HMEL007929	HE670675	16246	17787	NA	HE670675_1	1	0	48878
HMEL007930	HE670675	19089	20349	NA	HE670675_1	1	0	48878
HMEL007931	HE670675	20808	22935	NA	HE670675_1	1	0	48878
HMEL007932	HE670675	23248	26131	NA	HE670675_1	1	0	48878
HMEL007933	HE670675	23331	27799	NA	HE670675_1	1	0	48878
HMEL007934	HE670675	28671	47643	NA	HE670675_1	1	0	48878
HMEL007935	HE670675	47735	48047	NA	HE670675_1	1	0	48878
HMEL007936	HE670677	3146	6530	14	HE670677_1	1	0	130178
HMEL007937	HE670677	5262	11068	14	HE670677_1	1	0	130178
HMEL007938	HE670677	11461	13492	14	HE670677_1	1	0	130178
HMEL007939	HE670677	13480	17064	14	HE670677_1	1	0	130178
HMEL007940	HE670677	17727	61452	14	HE670677_1	1	0	130178
HMEL007941	HE670677	38041	42251	14	HE670677_1	1	0	130178
HMEL007942	HE670677	62816	66330	14	HE670677_1	1	0	130178
HMEL007943	HE670677	67676	69001	14	HE670677_1	1	0	130178
HMEL007944	HE670677	70887	99601	14	HE670677_1	1	0	130178
HMEL007945	HE670677	100442	108031	14	HE670677_1	1	0	130178
HMEL007946	HE670677	110624	127071	14	HE670677_1	1	0	130178
HMEL007947	HE670678	28956	50256	4	HE670678_1	1	0	60960
HMEL007948	HE670679	2030	4690	18	HE670679_1	1	0	91956
HMEL007949	HE670679	6336	12774	18	HE670679_1	1	0	91956
HMEL007950	HE670679	63509	70280	18	HE670679_1	1	0	91956
HMEL007951	HE670679	87123	87677	18	HE670679_1	1	0	91956
HMEL007952	HE670679	88309	88378	18	HE670679_1	1	0	91956
HMEL007953	HE670679	91626	91696	18	HE670679_1	1	0	91956
HMEL007955	HE670681	1505	12843	NA	HE670681_1	1	0	26118
HMEL007956	HE670681	13306	19357	NA	HE670681_1	1	0	26118
HMEL007957	HE670681	16401	21775	NA	HE670681_1	1	0	26118
HMEL007958	HE670682	2091	6165	12	HE670682_1	1	0	249457
HMEL007959	HE670682	8416	18901	12	HE670682_1	1	0	249457
HMEL007960	HE670682	21163	25805	12	HE670682_1	1	0	249457
HMEL007961	HE670682	25816	40889	12	HE670682_1	1	0	249457
HMEL007962	HE670682	42682	46926	12	HE670682_1	1	0	249457
HMEL007963	HE670682	46980	49185	12	HE670682_1	1	0	249457
HMEL007964	HE670682	49746	58593	12	HE670682_1	1	0	249457
HMEL007965	HE670682	49746	81864	12	HE670682_1	1	0	249457
HMEL007966	HE670682	82132	169959	12	HE670682_1	1	0	249457
HMEL007967	HE670682	181330	214490	12	HE670682_1	1	0	249457
HMEL007968	HE670683	142	2309	6	HE670683_1	1	0	17333
HMEL007969	HE670683	1691	9939	6	HE670683_1	1	0	17333
HMEL007970	HE670684	1610	7537	17	HE670684_1	1	0	48296
HMEL007971	HE670684	7947	14714	17	HE670684_1	1	0	48296
HMEL007972	HE670685	11469	16015	7	HE670685_1	1	0	37246
HMEL007973	HE670685	17159	17231	7	HE670685_1	1	0	37246
HMEL007974	HE670685	24745	24826	7	HE670685_1	1	0	37246
HMEL007975	HE670685	30173	30245	7	HE670685_1	1	0	37246
HMEL007976	HE670687	24535	26202	Z	HE670687_1	1	0	69959
HMEL007977	HE670687	48456	50027	Z	HE670687_1	1	0	69959
HMEL007978	HE670688	4596	13984	14	HE670688_1	1	0	18376
HMEL007979	HE670689	6842	6912	6	HE670689_1	1	0	83687
HMEL007980	HE670690	10931	13754	14	HE670690_1	1	0	34271
HMEL007981	HE670690	17653	21955	14	HE670690_1	1	0	34271
HMEL007982	HE670690	28168	29445	14	HE670690_1	1	0	34271
HMEL007983	HE670692	6972	7042	NA	HE670692_1	1	0	12044
HMEL007984	HE670694	35036	35106	8	HE670694_1	1	0	56838
HMEL007985	HE670695	14355	16094	NA	HE670695_1	1	0	57923
HMEL007986	HE670695	40237	41287	NA	HE670695_1	1	0	57923
HMEL007987	HE670696	20	2260	15	HE670696_1	1	0	11437
HMEL007988	HE670696	2825	8432	15	HE670696_1	1	0	11437
HMEL007989	HE670698	9050	9123	NA	HE670698_1	1	0	14839
HMEL007990	HE670699	1309	7933	13	HE670699_1	1	0	57294
HMEL007991	HE670699	9165	53905	13	HE670699_1	1	0	57294
HMEL007992	HE670699	41107	42250	13	HE670699_1	1	0	57294
HMEL007993	HE670699	56469	56539	13	HE670699_1	1	0	57294
HMEL007994	HE670700	7136	10846	8	HE670700_1	1	0	33059
HMEL007995	HE670700	10839	25938	8	HE670700_1	1	0	33059
HMEL007996	HE670700	16972	17044	8	HE670700_1	1	0	33059
HMEL007997	HE670700	27236	27307	8	HE670700_1	1	0	33059
HMEL007998	HE670701	2	13756	4	HE670701_1	1	0	33707
HMEL007999	HE670701	15773	25309	4	HE670701_1	1	0	33707
HMEL008000	HE670701	25378	31065	4	HE670701_1	1	0	33707
HMEL008001	HE670701	32182	33528	4	HE670701_1	1	0	33707
HMEL008002	HE670703	19586	19658	17	HE670703_1	1	0	62930
HMEL008003	HE670703	44033	44104	17	HE670703_1	1	0	62930
HMEL008004	HE670703	46484	46555	17	HE670703_1	1	0	62930
HMEL008005	HE670703	51785	51856	17	HE670703_1	1	0	62930
HMEL008006	HE670703	53556	53627	17	HE670703_1	1	0	62930
HMEL008011	HE670707	14367	23723	13	HE670707_1	1	0	23998
HMEL008012	HE670709	75824	76917	14	HE670709_1	1	0	131062
HMEL008013	HE670709	102914	102984	14	HE670709_1	1	0	131062
HMEL008014	HE670710	4	1437	5	HE670710_1	1	0	81489
HMEL008015	HE670710	2105	33745	5	HE670710_1	1	0	81489
HMEL008016	HE670710	39356	42958	5	HE670710_1	1	0	81489
HMEL008017	HE670710	42633	47691	5	HE670710_1	1	0	81489
HMEL008018	HE670710	48445	52305	5	HE670710_1	1	0	81489
HMEL008019	HE670710	53014	56695	5	HE670710_1	1	0	81489
HMEL008020	HE670710	62470	62540	5	HE670710_1	1	0	81489
HMEL008029	HE670714	533	8020	3	HE670714_1	1	0	42166
HMEL008034	HE670716	7590	14955	4	HE670716_1	1	0	37047
HMEL008035	HE670716	9968	18829	4	HE670716_1	1	0	37047
HMEL008036	HE670716	19133	26101	4	HE670716_1	1	0	37047
HMEL008037	HE670716	31701	35438	4	HE670716_1	1	0	37047
HMEL008038	HE670719	422	832	NA	HE670719_1	1	0	5008
HMEL008039	HE670720	4146	10062	3	HE670720_1	1	0	37040
HMEL008040	HE670720	10356	10646	3	HE670720_1	1	0	37040
HMEL008041	HE670720	11216	12285	3	HE670720_1	1	0	37040
HMEL008042	HE670720	13116	15967	3	HE670720_1	1	0	37040
HMEL008043	HE670720	16378	23733	3	HE670720_1	1	0	37040
HMEL008044	HE671860	13073	37115	1	HE671860_1	1	0	74431
HMEL008045	HE671860	72884	72954	1	HE671860_1	1	0	74431
HMEL008046	HE671860	73939	74009	1	HE671860_1	1	0	74431
HMEL008047	HE671861	43359	45974	Z	HE671861_1	1	0	118401
HMEL008048	HE671861	46556	108045	Z	HE671861_1	1	0	118401
HMEL008049	HE671861	97770	98335	Z	HE671861_1	1	0	118401
HMEL008050	HE671861	134429	135208	1	HE671861_2	2	118401	162621
HMEL008051	HE671861	160599	160669	1	HE671861_2	2	118401	162621
HMEL008052	HE670721	1129	1915	NA	HE670721_1	1	0	7176
HMEL008058	HE670723	45611	47725	3	HE670723_1	1	0	57279
HMEL008059	HE670723	47479	52608	3	HE670723_1	1	0	57279
HMEL008060	HE670724	3521	31473	13	HE670724_1	1	0	38301
HMEL008061	HE670724	15854	15923	13	HE670724_1	1	0	38301
HMEL008062	HE670724	26275	26345	13	HE670724_1	1	0	38301
HMEL008064	HE670726	4530	5861	15	HE670726_1	1	0	59714
HMEL008065	HE670726	12168	12239	15	HE670726_1	1	0	59714
HMEL008066	HE670726	13332	13403	15	HE670726_1	1	0	59714
HMEL008067	HE670726	34775	45070	15	HE670726_1	1	0	59714
HMEL008068	HE670726	47415	55329	15	HE670726_1	1	0	59714
HMEL008069	HE670727	2767	19855	NA	HE670727_1	1	0	29604
HMEL008070	HE670728	7658	13174	16	HE670728_1	1	0	97030
HMEL008071	HE670728	23776	29114	16	HE670728_1	1	0	97030
HMEL008072	HE670728	29735	49282	16	HE670728_1	1	0	97030
HMEL008073	HE670728	51064	57833	16	HE670728_1	1	0	97030
HMEL008074	HE670728	61941	63582	16	HE670728_1	1	0	97030
HMEL008075	HE670728	62854	62929	16	HE670728_1	1	0	97030
HMEL008076	HE670728	65993	69215	16	HE670728_1	1	0	97030
HMEL008077	HE670728	69318	73653	16	HE670728_1	1	0	97030
HMEL008078	HE670728	76755	81940	16	HE670728_1	1	0	97030
HMEL008079	HE670728	83319	92337	16	HE670728_1	1	0	97030
HMEL008080	HE670729	1384	1454	NA	HE670729_1	1	0	1906
HMEL008081	HE670730	714	6782	13	HE670730_1	1	0	12294
HMEL008082	HE670730	1501	1571	13	HE670730_1	1	0	12294
HMEL008083	HE670731	2223	6668	13	HE670731_1	1	0	52636
HMEL008084	HE670731	6933	9436	13	HE670731_1	1	0	52636
HMEL008085	HE670731	14683	17375	13	HE670731_1	1	0	52636
HMEL008086	HE670731	29480	34955	13	HE670731_1	1	0	52636
HMEL008087	HE670731	35455	45909	13	HE670731_1	1	0	52636
HMEL008088	HE670731	46002	52629	13	HE670731_1	1	0	52636
HMEL008089	HE670732	2069	4589	3	HE670732_1	1	0	50991
HMEL008090	HE670732	8924	24417	3	HE670732_1	1	0	50991
HMEL008091	HE670732	24461	42343	3	HE670732_1	1	0	50991
HMEL008092	HE670734	1	4046	NA	HE670734_1	1	0	13213
HMEL008093	HE670735	6279	8555	14	HE670735_1	1	0	22949
HMEL008094	HE670736	22829	22899	13	HE670736_1	1	0	32994
HMEL008095	HE670736	29170	32085	13	HE670736_1	1	0	32994
HMEL008098	HE671949	1318	1799	17	HE671949_1	1	0	401423
HMEL008099	HE671949	2657	6665	17	HE671949_1	1	0	401423
HMEL008100	HE671949	12703	13380	17	HE671949_1	1	0	401423
HMEL008101	HE671949	16031	25475	17	HE671949_1	1	0	401423
HMEL008102	HE671949	21994	22065	17	HE671949_1	1	0	401423
HMEL008103	HE671949	35183	36545	17	HE671949_1	1	0	401423
HMEL008104	HE671949	38578	63925	17	HE671949_1	1	0	401423
HMEL008105	HE671949	64141	65766	17	HE671949_1	1	0	401423
HMEL008106	HE671949	70740	81337	17	HE671949_1	1	0	401423
HMEL008107	HE671949	113185	122930	17	HE671949_1	1	0	401423
HMEL008108	HE671949	124778	126412	17	HE671949_1	1	0	401423
HMEL008109	HE671949	126934	128252	17	HE671949_1	1	0	401423
HMEL008110	HE671949	131436	132752	17	HE671949_1	1	0	401423
HMEL008111	HE671949	135885	141852	17	HE671949_1	1	0	401423
HMEL008112	HE671949	143164	148282	17	HE671949_1	1	0	401423
HMEL008113	HE671949	149360	159336	17	HE671949_1	1	0	401423
HMEL008114	HE671949	166919	174832	17	HE671949_1	1	0	401423
HMEL008115	HE671949	175362	188082	17	HE671949_1	1	0	401423
HMEL008116	HE671949	189644	191199	17	HE671949_1	1	0	401423
HMEL008117	HE671949	193073	198953	17	HE671949_1	1	0	401423
HMEL008118	HE671949	202132	215913	17	HE671949_1	1	0	401423
HMEL008119	HE671949	218588	220569	17	HE671949_1	1	0	401423
HMEL008120	HE671949	221346	225443	17	HE671949_1	1	0	401423
HMEL008121	HE671949	226694	227390	17	HE671949_1	1	0	401423
HMEL008122	HE671949	230415	251408	17	HE671949_1	1	0	401423
HMEL008123	HE671949	251343	259955	17	HE671949_1	1	0	401423
HMEL008124	HE671949	262107	263066	17	HE671949_1	1	0	401423
HMEL008125	HE671949	263830	268211	17	HE671949_1	1	0	401423
HMEL008126	HE671949	270258	274765	17	HE671949_1	1	0	401423
HMEL008127	HE671949	282284	282354	17	HE671949_1	1	0	401423
HMEL008128	HE671949	284702	320328	17	HE671949_1	1	0	401423
HMEL008129	HE671949	286086	286158	17	HE671949_1	1	0	401423
HMEL008130	HE671949	292638	292708	17	HE671949_1	1	0	401423
HMEL008131	HE671949	339516	342159	17	HE671949_1	1	0	401423
HMEL008132	HE671949	344571	346085	17	HE671949_1	1	0	401423
HMEL008133	HE671949	347149	348637	17	HE671949_1	1	0	401423
HMEL008134	HE671949	377658	392845	17	HE671949_1	1	0	401423
HMEL008135	HE671949	397938	400213	17	HE671949_1	1	0	401423
HMEL008136	HE671949	400825	401237	17	HE671949_1	1	0	401423
HMEL008137	HE671950	15616	16281	NA	HE671950_1	1	0	38051
HMEL008138	HE671950	33436	34305	NA	HE671950_1	1	0	38051
HMEL008139	HE671950	34348	36598	NA	HE671950_1	1	0	38051
HMEL008140	HE670738	658	7606	NA	HE670738_1	1	0	17258
HMEL008151	HE670740	476	546	3	HE670740_1	1	0	154924
HMEL008152	HE670740	24573	24643	3	HE670740_1	1	0	154924
HMEL008153	HE670740	81208	81277	3	HE670740_1	1	0	154924
HMEL008154	HE670740	81335	90284	3	HE670740_1	1	0	154924
HMEL008155	HE670740	89336	106364	3	HE670740_1	1	0	154924
HMEL008156	HE670740	122787	151495	3	HE670740_1	1	0	154924
HMEL008157	HE670741	55443	56372	NA	HE670741_1	1	0	94046
HMEL008158	HE670741	56536	59667	NA	HE670741_1	1	0	94046
HMEL008159	HE670741	64647	71302	NA	HE670741_1	1	0	94046
HMEL008160	HE670741	71746	77567	NA	HE670741_1	1	0	94046
HMEL008161	HE670741	78727	87778	NA	HE670741_1	1	0	94046
HMEL008162	HE670742	2322	5146	8	HE670742_1	1	0	724029
HMEL008163	HE670742	5281	11231	8	HE670742_1	1	0	724029
HMEL008164	HE670742	11382	11453	8	HE670742_1	1	0	724029
HMEL008165	HE670742	20997	24073	8	HE670742_1	1	0	724029
HMEL008166	HE670742	42466	45230	8	HE670742_1	1	0	724029
HMEL008167	HE670742	65694	65766	8	HE670742_1	1	0	724029
HMEL008168	HE670742	105967	137673	8	HE670742_1	1	0	724029
HMEL008169	HE670742	226073	253466	8	HE670742_1	1	0	724029
HMEL008170	HE670742	287024	289571	8	HE670742_1	1	0	724029
HMEL008171	HE670742	341183	349786	8	HE670742_1	1	0	724029
HMEL008172	HE670742	372157	374242	8	HE670742_1	1	0	724029
HMEL008173	HE670742	378345	380536	8	HE670742_1	1	0	724029
HMEL008174	HE670742	392454	396436	8	HE670742_1	1	0	724029
HMEL008175	HE670742	396600	406077	8	HE670742_1	1	0	724029
HMEL008176	HE670742	406597	411775	8	HE670742_1	1	0	724029
HMEL008177	HE670742	412126	418047	8	HE670742_1	1	0	724029
HMEL008178	HE670742	421856	434645	8	HE670742_1	1	0	724029
HMEL008179	HE670742	434881	445766	8	HE670742_1	1	0	724029
HMEL008180	HE670742	445896	448873	8	HE670742_1	1	0	724029
HMEL008181	HE670742	445910	447008	8	HE670742_1	1	0	724029
HMEL008182	HE670742	453544	471657	8	HE670742_1	1	0	724029
HMEL008183	HE670742	490688	491918	8	HE670742_1	1	0	724029
HMEL008184	HE670742	495708	512280	8	HE670742_1	1	0	724029
HMEL008185	HE670742	512807	529485	8	HE670742_1	1	0	724029
HMEL008186	HE670742	528702	540534	8	HE670742_1	1	0	724029
HMEL008187	HE670742	544539	580809	8	HE670742_1	1	0	724029
HMEL008188	HE670742	599869	620428	8	HE670742_1	1	0	724029
HMEL008189	HE670742	620627	629374	8	HE670742_1	1	0	724029
HMEL008190	HE670742	629831	637444	8	HE670742_1	1	0	724029
HMEL008191	HE670742	640272	658924	8	HE670742_1	1	0	724029
HMEL008192	HE670742	660719	660789	8	HE670742_1	1	0	724029
HMEL008193	HE670742	667803	667894	8	HE670742_1	1	0	724029
HMEL008194	HE670742	684369	689026	8	HE670742_1	1	0	724029
HMEL008195	HE670742	689058	690986	8	HE670742_1	1	0	724029
HMEL008196	HE670742	692460	715647	8	HE670742_1	1	0	724029
HMEL008197	HE670742	714705	718135	8	HE670742_1	1	0	724029
HMEL008198	HE670743	9901	9971	NA	HE670743_1	1	0	22201
HMEL008199	HE670743	21721	21791	NA	HE670743_1	1	0	22201
HMEL008204	HE670745	24192	24263	1	HE670745_1	1	0	168190
HMEL008205	HE670745	53043	53158	1	HE670745_1	1	0	168190
HMEL008206	HE670745	106315	164529	1	HE670745_1	1	0	168190
HMEL008214	HE670747	17407	17478	7	HE670747_1	1	0	56817
HMEL008215	HE670747	23435	23508	7	HE670747_1	1	0	56817
HMEL008216	HE670747	24029	25768	7	HE670747_1	1	0	56817
HMEL008217	HE670747	32215	32285	7	HE670747_1	1	0	56817
HMEL008218	HE670747	42738	42809	7	HE670747_1	1	0	56817
HMEL008219	HE670747	43236	49363	7	HE670747_1	1	0	56817
HMEL008220	HE670748	2626	4833	5	HE670748_1	1	0	37712
HMEL008221	HE670748	4952	10125	5	HE670748_1	1	0	37712
HMEL008222	HE670748	20376	21200	5	HE670748_1	1	0	37712
HMEL008223	HE670748	23724	31468	5	HE670748_1	1	0	37712
HMEL008230	HE671844	67876	70361	9	HE671844_1	1	0	97425
HMEL008231	HE671845	33372	33442	12	HE671845_1	1	0	111145
HMEL008232	HE671845	62871	62954	12	HE671845_1	1	0	111145
HMEL008233	HE671845	74720	74790	12	HE671845_1	1	0	111145
HMEL008234	HE671845	76901	79101	12	HE671845_1	1	0	111145
HMEL008235	HE671845	84703	105349	12	HE671845_1	1	0	111145
HMEL008236	HE671862	27829	27899	16	HE671862_1	1	0	228423
HMEL008237	HE671862	62087	62158	16	HE671862_1	1	0	228423
HMEL008238	HE671862	132299	139485	16	HE671862_1	1	0	228423
HMEL008239	HE671862	186907	187529	16	HE671862_1	1	0	228423
HMEL008240	HE671862	207134	207205	16	HE671862_1	1	0	228423
HMEL008241	HE671862	208997	225008	16	HE671862_1	1	0	228423
HMEL008242	HE671863	3404	3474	15	HE671863_1	1	0	8701
HMEL008243	HE670750	5312	5572	NA	HE670750_1	1	0	11891
HMEL008244	HE671777	7419	10725	7	HE671777_1	1	0	15854
HMEL008245	HE671778	3850	16194	5	HE671778_1	1	0	114568
HMEL008246	HE671778	16685	26247	5	HE671778_1	1	0	114568
HMEL008247	HE671778	27292	36227	5	HE671778_1	1	0	114568
HMEL008248	HE671778	36525	48147	5	HE671778_1	1	0	114568
HMEL008249	HE671778	38637	38707	5	HE671778_1	1	0	114568
HMEL008250	HE671778	52639	56530	5	HE671778_1	1	0	114568
HMEL008251	HE671778	75191	85468	5	HE671778_1	1	0	114568
HMEL008252	HE671778	87516	90965	5	HE671778_1	1	0	114568
HMEL008253	HE671778	90293	94070	5	HE671778_1	1	0	114568
HMEL008254	HE671778	94131	99279	5	HE671778_1	1	0	114568
HMEL008255	HE670753	150	2990	7	HE670753_1	1	0	55606
HMEL026005	HE670753	4935	6821	7	HE670753_1	1	0	55606
HMEL026008	HE670753	12767	15027	7	HE670753_1	1	0	55606
HMEL008257	HE670753	22727	32348	7	HE670753_1	1	0	55606
HMEL008258	HE670753	36026	40922	7	HE670753_1	1	0	55606
HMEL008259	HE670753	43376	46800	7	HE670753_1	1	0	55606
HMEL008260	HE670753	47175	54334	7	HE670753_1	1	0	55606
HMEL008261	HE670754	33344	50734	15	HE670754_1	1	0	111198
HMEL008262	HE670754	50996	54023	15	HE670754_1	1	0	111198
HMEL008263	HE670754	53233	55486	15	HE670754_1	1	0	111198
HMEL008264	HE670754	57065	74469	15	HE670754_1	1	0	111198
HMEL008265	HE670754	75178	78043	15	HE670754_1	1	0	111198
HMEL008266	HE670754	84739	87683	15	HE670754_1	1	0	111198
HMEL008267	HE670755	60313	65932	19	HE670755_1	1	0	130157
HMEL008268	HE670755	68195	70152	19	HE670755_1	1	0	130157
HMEL008269	HE670755	70488	78449	19	HE670755_1	1	0	130157
HMEL008270	HE670755	82842	87965	19	HE670755_1	1	0	130157
HMEL008271	HE670755	88986	94463	19	HE670755_1	1	0	130157
HMEL008272	HE670755	95102	98327	19	HE670755_1	1	0	130157
HMEL008273	HE670755	99407	104294	19	HE670755_1	1	0	130157
HMEL008274	HE670755	116777	116847	19	HE670755_1	1	0	130157
HMEL008275	HE670755	118732	123082	19	HE670755_1	1	0	130157
HMEL008276	HE670755	123991	129361	19	HE670755_1	1	0	130157
HMEL008278	HE670758	5410	5480	19	HE670758_1	1	0	64803
HMEL008279	HE670758	48414	64259	19	HE670758_1	1	0	64803
HMEL008280	HE670759	7041	7111	NA	HE670759_1	1	0	21992
HMEL008281	HE670759	8676	11960	NA	HE670759_1	1	0	21992
HMEL008282	HE670759	12465	20954	NA	HE670759_1	1	0	21992
HMEL008283	HE670764	12793	12863	NA	HE670764_1	1	0	38224
HMEL008284	HE670765	2118	8659	NA	HE670765_1	1	0	8781
HMEL008285	HE670766	59777	59850	14	HE670766_1	1	0	65668
HMEL008286	HE670767	36966	51752	17	HE670767_1	1	0	99150
HMEL008287	HE670767	85983	86053	17	HE670767_1	1	0	99150
HMEL008288	HE670768	2030	4760	3	HE670768_1	1	0	106767
HMEL008289	HE670768	9350	15534	3	HE670768_1	1	0	106767
HMEL008290	HE670768	16036	27179	3	HE670768_1	1	0	106767
HMEL008291	HE670768	21466	34295	3	HE670768_1	1	0	106767
HMEL008292	HE670768	37299	38880	3	HE670768_1	1	0	106767
HMEL008293	HE670768	40256	66656	3	HE670768_1	1	0	106767
HMEL008294	HE670768	69852	77045	3	HE670768_1	1	0	106767
HMEL008295	HE670768	78106	84196	3	HE670768_1	1	0	106767
HMEL008296	HE670768	84613	95831	3	HE670768_1	1	0	106767
HMEL008297	HE670768	96024	103009	3	HE670768_1	1	0	106767
HMEL008298	HE670769	1093	1767	3	HE670769_1	1	0	40647
HMEL008299	HE670769	23428	30674	3	HE670769_1	1	0	40647
HMEL008300	HE670770	15656	27931	5	HE670770_1	1	0	60754
HMEL008301	HE670770	28787	31039	5	HE670770_1	1	0	60754
HMEL008302	HE670770	49454	50194	5	HE670770_1	1	0	60754
HMEL008303	HE670771	2778	4254	2	HE670771_1	1	0	425087
HMEL008304	HE670771	16311	18056	2	HE670771_1	1	0	425087
HMEL008305	HE670771	23869	24105	2	HE670771_1	1	0	425087
HMEL008306	HE670771	24198	24266	2	HE670771_1	1	0	425087
HMEL008307	HE670771	29016	31837	2	HE670771_1	1	0	425087
HMEL008308	HE670771	32100	36186	2	HE670771_1	1	0	425087
HMEL008309	HE670771	40390	50250	2	HE670771_1	1	0	425087
HMEL008310	HE670771	110830	113121	2	HE670771_1	1	0	425087
HMEL008311	HE670771	113946	116455	2	HE670771_1	1	0	425087
HMEL008312	HE670771	117134	126221	2	HE670771_1	1	0	425087
HMEL008313	HE670771	119336	119405	2	HE670771_1	1	0	425087
HMEL008314	HE670771	120820	121836	2	HE670771_1	1	0	425087
HMEL008315	HE670771	129026	135415	2	HE670771_1	1	0	425087
HMEL008316	HE670771	143693	151498	2	HE670771_1	1	0	425087
HMEL008317	HE670771	151848	154205	2	HE670771_1	1	0	425087
HMEL008318	HE670771	156592	180429	2	HE670771_1	1	0	425087
HMEL008319	HE670771	183661	185409	2	HE670771_1	1	0	425087
HMEL008320	HE670771	194878	196890	2	HE670771_1	1	0	425087
HMEL008321	HE670771	197122	197193	2	HE670771_1	1	0	425087
HMEL008322	HE670771	198976	200485	2	HE670771_1	1	0	425087
HMEL008323	HE670771	200440	205279	2	HE670771_1	1	0	425087
HMEL008324	HE670771	265878	272336	2	HE670771_1	1	0	425087
HMEL008325	HE670771	272566	277877	2	HE670771_1	1	0	425087
HMEL008326	HE670771	284951	288670	2	HE670771_1	1	0	425087
HMEL008327	HE670771	292841	298420	2	HE670771_1	1	0	425087
HMEL008328	HE670771	299023	301435	2	HE670771_1	1	0	425087
HMEL008329	HE670771	301996	303118	2	HE670771_1	1	0	425087
HMEL008330	HE670771	303863	305455	2	HE670771_1	1	0	425087
HMEL008331	HE670771	305316	308196	2	HE670771_1	1	0	425087
HMEL008332	HE670771	310625	320688	2	HE670771_1	1	0	425087
HMEL008333	HE670771	320905	321634	2	HE670771_1	1	0	425087
HMEL008334	HE670771	322151	330037	2	HE670771_1	1	0	425087
HMEL008335	HE670771	330402	346085	2	HE670771_1	1	0	425087
HMEL008336	HE670771	351781	372562	2	HE670771_1	1	0	425087
HMEL008337	HE670771	373266	376598	2	HE670771_1	1	0	425087
HMEL008338	HE670771	376926	380746	2	HE670771_1	1	0	425087
HMEL008339	HE670771	380870	380942	2	HE670771_1	1	0	425087
HMEL008340	HE670771	381734	384556	2	HE670771_1	1	0	425087
HMEL008341	HE670771	385459	389953	2	HE670771_1	1	0	425087
HMEL008342	HE670771	394972	403333	2	HE670771_1	1	0	425087
HMEL008343	HE670771	410023	418464	2	HE670771_1	1	0	425087
HMEL008344	HE670771	414636	417766	2	HE670771_1	1	0	425087
HMEL008345	HE670772	3620	4057	5	HE670772_1	1	0	286543
HMEL008346	HE670772	6356	12909	5	HE670772_1	1	0	286543
HMEL008347	HE670772	13846	16535	5	HE670772_1	1	0	286543
HMEL008348	HE670772	16133	18905	5	HE670772_1	1	0	286543
HMEL008349	HE670772	19679	52532	5	HE670772_1	1	0	286543
HMEL008350	HE670772	53116	64208	5	HE670772_1	1	0	286543
HMEL008351	HE670772	64075	69701	5	HE670772_1	1	0	286543
HMEL008352	HE670772	69715	76259	5	HE670772_1	1	0	286543
HMEL008353	HE670772	97121	107904	5	HE670772_1	1	0	286543
HMEL008354	HE670772	118539	140065	5	HE670772_1	1	0	286543
HMEL008355	HE670772	142366	142854	5	HE670772_1	1	0	286543
HMEL008356	HE670772	144044	154416	5	HE670772_1	1	0	286543
HMEL008357	HE670772	151948	153753	5	HE670772_1	1	0	286543
HMEL008358	HE670772	161911	181598	5	HE670772_1	1	0	286543
HMEL008359	HE670772	178111	181610	5	HE670772_1	1	0	286543
HMEL008360	HE670772	181977	255516	5	HE670772_1	1	0	286543
HMEL008361	HE670772	256203	268212	5	HE670772_1	1	0	286543
HMEL008362	HE670772	269756	273586	5	HE670772_1	1	0	286543
HMEL008363	HE670772	270551	283015	5	HE670772_1	1	0	286543
HMEL008366	HE670774	29178	32413	3	HE670774_1	1	0	206180
HMEL008367	HE670774	34757	34827	3	HE670774_1	1	0	206180
HMEL008368	HE670774	37777	37847	3	HE670774_1	1	0	206180
HMEL008369	HE670774	64023	89622	3	HE670774_1	1	0	206180
HMEL008370	HE670774	90769	110359	3	HE670774_1	1	0	206180
HMEL008371	HE670774	118568	119960	3	HE670774_1	1	0	206180
HMEL008372	HE670774	121686	128226	3	HE670774_1	1	0	206180
