# Species	Genes	Alg.-Conn.	bombyx_refseq_proteins_accession.fa	Dp_OGS2_prots.fas
2	2	1	XP_004926295.1	DPOGS204695
2	2	1	XP_004926296.1	DPOGS204696
2	2	1	XP_004926297.1	DPOGS204659
2	2	1	XP_004926298.1	DPOGS204658
2	2	1	XP_004926299.1	DPOGS204700
2	2	1	XP_004926300.1	DPOGS204701
2	2	1	XP_004926301.1	DPOGS209512
2	2	1	XP_004926302.1	DPOGS204654
2	2	1	XP_004926303.1	DPOGS204703
2	2	1	XP_004926304.1	DPOGS204653
2	2	1	XP_004926308.1	DPOGS215457
2	2	1	XP_004926309.1	DPOGS215495
2	2	1	XP_004926310.1	DPOGS215494
2	4	0.25	XP_004926311.1,XP_004926313.1,XP_004926312.1	DPOGS215492
2	2	1	XP_004926314.1	DPOGS215489
2	2	1	XP_004926315.1	DPOGS215459
2	2	1	XP_004926316.1	DPOGS215461
2	2	1	XP_004926318.1	DPOGS215463
2	2	1	XP_004926323.1	DPOGS204694
2	2	1	XP_004926324.1	DPOGS204660
2	2	1	XP_004926325.1	DPOGS204697
2	3	0.333	XP_004926326.1,XP_004932866.1	DPOGS203967
2	2	1	XP_004926328.1	DPOGS215497
2	2	1	XP_004926329.1	DPOGS215458
2	2	1	XP_004926330.1	DPOGS215487
2	2	1	XP_004926332.1	DPOGS215464
2	3	0.333	XP_004926333.1,XP_004926334.1	DPOGS215106
2	2	1	XP_004926335.1	DPOGS215110
2	2	1	XP_004926336.1	DPOGS204562
2	2	1	XP_004926337.1	DPOGS215104
2	2	1	XP_004926339.1	DPOGS215113
2	2	1	XP_004926342.1	DPOGS215117
2	2	1	XP_004926343.1	DPOGS215102
2	2	1	XP_004926344.1	DPOGS215114
2	2	1	XP_004926345.1	DPOGS211055
2	2	1	XP_004926346.1	DPOGS214461
2	2	1	XP_004926347.1	DPOGS214459
2	2	1	XP_004926348.1	DPOGS214450
2	3	0.333	XP_004926349.1,XP_004926350.1	DPOGS214457
2	2	1	XP_004926351.1	DPOGS211057
2	2	1	XP_004926352.1	DPOGS214453
2	2	1	XP_004926356.1	DPOGS208346
2	2	1	XP_004926358.1	DPOGS215109
2	2	1	XP_004926359.1	DPOGS215111
2	2	1	XP_004926361.1	DPOGS215103
2	2	1	XP_004926364.1	DPOGS211056
2	2	1	XP_004926365.1	DPOGS214446
2	2	1	XP_004926366.1	DPOGS214449
2	2	1	XP_004926367.1	DPOGS211059
2	2	1	XP_004926370.1	DPOGS214455
2	2	1	XP_004926374.1	DPOGS204745
2	2	1	XP_004926376.1	DPOGS204778
2	2	1	XP_004926377.1	DPOGS204740
2	3	0.333	XP_004926379.1,XP_004926380.1	DPOGS209288
2	2	1	XP_004926382.1	DPOGS209294
2	2	1	XP_004926383.1	DPOGS209289
2	2	1	XP_004926384.1	DPOGS209291
2	2	1	XP_004926385.1	DPOGS209293
2	4	0.146	XP_004926386.1,XP_004927381.1	DPOGS213409,DPOGS212680
2	3	0.333	XP_004926391.1	DPOGS204749,DPOGS204747
2	2	1	XP_004926393.1	DPOGS204776
2	2	1	XP_004926396.1	DPOGS204780
2	2	1	XP_004926397.1	DPOGS204781
2	2	1	XP_004926399.1	DPOGS209285
2	2	1	XP_004926402.1	DPOGS209290
2	2	1	XP_004926404.1	DPOGS215285
2	2	1	XP_004926405.1	DPOGS201149
2	2	1	XP_004926406.1	DPOGS201146
2	2	1	XP_004926407.1	DPOGS201145
2	2	1	XP_004926414.1	DPOGS201130
2	2	1	XP_004926416.1	DPOGS201165
2	2	1	XP_004926417.1	DPOGS201167
2	2	1	XP_004926418.1	DPOGS201148
2	2	1	XP_004926421.1	DPOGS201158
2	2	1	XP_004926425.1	DPOGS201162
2	2	1	XP_004926426.1	DPOGS201133
2	2	1	XP_004926427.1	DPOGS201164
2	3	0.333	XP_004926429.1,XP_004926430.1	DPOGS202452
2	2	1	XP_004926431.1	DPOGS202450
2	3	0.333	XP_004926432.1,XP_004926433.1	DPOGS202459
2	2	1	XP_004926436.1	DPOGS204972
2	2	1	XP_004926437.1	DPOGS205003
2	2	1	XP_004926438.1	DPOGS202446
2	2	1	XP_004926440.1	DPOGS202462
2	2	1	XP_004926441.1	DPOGS202463
2	3	0.333	XP_004926442.1,XP_004926443.1	DPOGS202444
2	3	0.333	XP_004926444.1,XP_004926445.1	DPOGS207548
2	2	1	XP_004926446.1	DPOGS207598
2	2	1	XP_004926447.1	DPOGS207599
2	2	1	XP_004926448.1	DPOGS207600
2	3	0.333	XP_004926449.1,XP_004926450.1	DPOGS207547
2	2	1	XP_004926451.1	DPOGS207601
2	3	0.333	XP_004926452.1,XP_004926453.1	DPOGS207546
2	3	0.333	XP_004926454.1,XP_004926455.1	DPOGS207605
2	2	1	XP_004926456.1	DPOGS207602
2	2	1	XP_004926457.1	DPOGS205766
2	2	1	XP_004926458.1	DPOGS205768
2	3	0.333	XP_004926459.1,XP_004926460.1	DPOGS205769
2	2	1	XP_004926461.1	DPOGS205757
2	2	1	XP_004926462.1	DPOGS202456
2	2	1	XP_004926463.1	DPOGS202449
2	2	1	XP_004926466.1	DPOGS205763
2	2	1	XP_004926469.1	DPOGS205227
2	2	1	XP_004926471.1	DPOGS205212
2	2	1	XP_004926473.1	DPOGS205222
2	2	1	XP_004926474.1	DPOGS205213
2	2	1	XP_004926476.1	DPOGS203880
2	2	1	XP_004926477.1	DPOGS203884
2	2	1	XP_004926478.1	DPOGS203876
2	2	1	XP_004926482.1	DPOGS211522
2	3	1	XP_004926483.1	DPOGS211523,DPOGS211521
2	2	1	XP_004926488.1	DPOGS211504
2	2	1	XP_004926489.1	DPOGS211524
2	2	1	XP_004926490.1	DPOGS211503
2	2	1	XP_004926491.1	DPOGS211498
2	2	1	XP_004926498.1	DPOGS205225
2	2	1	XP_004926499.1	DPOGS203882
2	2	1	XP_004926500.1	DPOGS203877
2	2	1	XP_004926501.1	DPOGS203885
2	2	1	XP_004926502.1	DPOGS211505
2	2	1	XP_004926504.1	DPOGS211501
2	2	1	XP_004926507.1	DPOGS211500
2	2	1	XP_004926508.1	DPOGS211528
2	2	1	XP_004926510.1	DPOGS211494
2	2	1	XP_004926511.1	DPOGS211506
2	2	1	XP_004926512.1	DPOGS207551
2	2	1	XP_004926513.1	DPOGS207591
2	2	1	XP_004926514.1	DPOGS207585
2	2	1	XP_004926516.1	DPOGS207559
2	2	1	XP_004926517.1	DPOGS207584
2	2	1	XP_004926518.1	DPOGS207583
2	3	0.333	XP_004926519.1	DPOGS213253,DPOGS213252
2	2	1	XP_004926521.1	DPOGS207561
2	3	0.333	XP_004926522.1,XP_004926523.1	DPOGS207580
2	4	0.25	XP_004926524.1,XP_004926535.1,XP_004926534.1	DPOGS207566
2	2	1	XP_004926525.1	DPOGS207552
2	2	1	XP_004926527.1	DPOGS207554
2	2	1	XP_004926528.1	DPOGS207555
2	2	1	XP_004926531.1	DPOGS207582
2	2	1	XP_004926532.1	DPOGS207563
2	2	1	XP_004926536.1	DPOGS207567
2	2	1	XP_004926537.1	DPOGS212274
2	2	1	XP_004926538.1	DPOGS208546
2	2	1	XP_004926540.1	DPOGS208547
2	2	1	XP_004926542.1	DPOGS208486
2	2	1	XP_004926544.1	DPOGS208487
2	2	1	XP_004926545.1	DPOGS208553
2	2	1	XP_004926547.1	DPOGS208488
2	2	1	XP_004926548.1	DPOGS208552
2	2	1	XP_004926549.1	DPOGS208555
2	2	1	XP_004926550.1	DPOGS213690
2	2	1	XP_004926551.1	DPOGS213676
2	2	1	XP_004926552.1	DPOGS213691
2	2	1	XP_004926553.1	DPOGS213692
2	4	0.25	XP_004926554.1,XP_004926556.1,XP_004926555.1	DPOGS213693
2	2	1	XP_004926557.1	DPOGS213675
2	2	1	XP_004926558.1	DPOGS213678
2	2	1	XP_004926559.1	DPOGS213686
2	2	1	XP_004926560.1	DPOGS213685
2	2	1	XP_004926561.1	DPOGS213679
2	2	1	XP_004926564.1	DPOGS208494
2	2	1	XP_004926565.1	DPOGS208554
2	2	1	XP_004926566.1	DPOGS208489
2	2	1	XP_004926567.1	DPOGS208550
2	2	1	XP_004926568.1	DPOGS208549
2	2	1	XP_004926570.1	DPOGS208485
2	2	1	XP_004926571.1	DPOGS213687
2	2	1	XP_004926572.1	DPOGS213689
2	2	1	XP_004926574.1	DPOGS212604
2	2	1	XP_004926575.1	DPOGS212611
2	3	0.333	XP_004926576.1,XP_004926577.1	DPOGS205726
2	2	1	XP_004926581.1	DPOGS212610
2	2	1	XP_004926582.1	DPOGS201062
2	2	1	XP_004926583.1	DPOGS215510
2	2	1	XP_004926584.1	DPOGS206178
2	2	1	XP_004926589.1	DPOGS210562
2	2	1	XP_004926590.1	DPOGS210561
2	4	0.25	XP_004926592.1,XP_004926594.1,XP_004926593.1	DPOGS210537
2	2	1	XP_004926597.1	DPOGS210540
2	2	1	XP_004926600.1	DPOGS210552
2	2	1	XP_004926601.1	DPOGS201707
2	2	1	XP_004926607.1	DPOGS213879
2	3	0.333	XP_004926609.1,XP_004926610.1	DPOGS213878
2	2	1	XP_004926611.1	DPOGS204453
2	2	1	XP_004926613.1	DPOGS210539
2	2	1	XP_004926614.1	DPOGS210557
2	2	1	XP_004926616.1	DPOGS210544
2	2	1	XP_004926617.1	DPOGS210546
2	2	1	XP_004926618.1	DPOGS210548
2	2	1	XP_004926619.1	DPOGS213875
2	2	1	XP_004926620.1	DPOGS213874
2	2	1	XP_004926623.1	DPOGS210549
2	2	1	XP_004926629.1	DPOGS213876
2	2	1	XP_004926631.1	DPOGS214469
2	2	1	XP_004926632.1	DPOGS214467
2	2	1	XP_004926633.1	DPOGS203773
2	2	1	XP_004926635.1	DPOGS203771
2	2	1	XP_004926636.1	DPOGS203731
2	2	1	XP_004926637.1	DPOGS203770
2	2	1	XP_004926638.1	DPOGS203732
2	2	1	XP_004926640.1	DPOGS203738
2	2	1	XP_004926641.1	DPOGS203739
2	3	0.333	XP_004926642.1,XP_004926643.1	DPOGS203765
2	2	1	XP_004926647.1	DPOGS203769
2	2	1	XP_004926648.1	DPOGS203735
2	2	1	XP_004926652.1	DPOGS215598
2	2	1	XP_004926654.1	DPOGS215249
2	2	1	XP_004926657.1	DPOGS215269
2	2	1	XP_004926658.1	DPOGS215270
2	2	1	XP_004926659.1	DPOGS215597
2	2	1	XP_004926660.1	DPOGS215566
2	2	1	XP_004926661.1	DPOGS215265
2	2	1	XP_004926664.1	DPOGS215257
2	2	1	XP_004926669.1	DPOGS215246
2	2	1	XP_004926673.1	DPOGS210832
2	2	1	XP_004926674.1	DPOGS210841
2	3	0.333	XP_004926676.1,XP_004926677.1	DPOGS210835
2	2	1	XP_004926682.1	DPOGS210840
2	2	1	XP_004926683.1	DPOGS210838
2	2	1	XP_004926684.1	DPOGS210836
2	2	1	XP_004926689.1	DPOGS205382
2	2	1	XP_004926690.1	DPOGS205367
2	2	1	XP_004926691.1	DPOGS205191
2	3	0.333	XP_004926692.1,XP_004926693.1	DPOGS205190
2	3	0.333	XP_004926694.1,XP_004926695.1	DPOGS205248
2	4	0.25	XP_004926699.1,XP_004926702.1,XP_004926701.1	DPOGS205247
2	2	1	XP_004926700.1	DPOGS205242
2	2	1	XP_004926704.1	DPOGS205195
2	4	0.25	XP_004926707.1,XP_004926709.1,XP_004926708.1	DPOGS205243
2	2	1	XP_004926712.1	DPOGS215355
2	2	1	XP_004926714.1	DPOGS205379
2	2	1	XP_004926715.1	DPOGS205372
2	2	1	XP_004926716.1	DPOGS205371
2	2	1	XP_004926720.1	DPOGS205370
2	2	1	XP_004926731.1	DPOGS205192
2	2	1	XP_004926736.1	DPOGS205196
2	2	1	XP_004926738.1	DPOGS205197
2	3	0.333	XP_004926741.1,XP_004933893.1	DPOGS205201
2	2	1	XP_004926743.1	DPOGS205241
2	2	1	XP_004926745.1	DPOGS200021
2	2	1	XP_004926746.1	DPOGS215395
2	2	1	XP_004926747.1	DPOGS215393
2	4	0.25	XP_004926748.1,XP_004926750.1,XP_004926749.1	DPOGS211634
2	5	0.2	XP_004926751.1,XP_004926754.1,XP_004926753.1,XP_004926752.1	DPOGS215394
2	2	1	XP_004926756.1	DPOGS209563
2	2	1	XP_004926760.1	DPOGS211468
2	2	1	XP_004926762.1	DPOGS211488
2	3	0.333	XP_004926767.1	DPOGS203930,DPOGS203558
2	2	1	XP_004926768.1	DPOGS211664
2	3	0.333	XP_004926770.1,XP_004926771.1	DPOGS211662
2	3	0.333	XP_004926772.1	DPOGS211673,DPOGS211672
2	2	1	XP_004926774.1	DPOGS211661
2	2	1	XP_004926775.1	DPOGS203592
2	3	0.333	XP_004926776.1,XP_004926777.1	DPOGS203626
2	2	1	XP_004926778.1	DPOGS203588
2	3	0.333	XP_004926779.1,XP_004926780.1	DPOGS203587
2	2	1	XP_004926781.1	DPOGS203629
2	2	1	XP_004926782.1	DPOGS203586
2	2	1	XP_004926784.1	DPOGS201719
2	2	1	XP_004926786.1	DPOGS211669
2	2	1	XP_004926789.1	DPOGS201735
2	2	1	XP_004926792.1	DPOGS203630
2	2	1	XP_004926795.1	DPOGS212638
2	2	1	XP_004926796.1	DPOGS212585
2	2	1	XP_004926797.1	DPOGS212635
2	2	1	XP_004926798.1	DPOGS212632
2	2	1	XP_004926799.1	DPOGS212602
2	2	1	XP_004926800.1	DPOGS212603
2	2	1	XP_004926801.1	DPOGS206844
2	2	1	XP_004926802.1	DPOGS212590
2	2	1	XP_004926803.1	DPOGS212589
2	2	1	XP_004926804.1	DPOGS212613
2	2	1	XP_004926805.1	DPOGS212601
2	2	1	XP_004926806.1	DPOGS212599
2	2	1	XP_004926807.1	DPOGS212620
2	2	1	XP_004926808.1	DPOGS212621
2	2	1	XP_004926809.1	DPOGS212598
2	2	1	XP_004926811.1	DPOGS212597
2	2	1	XP_004926812.1	DPOGS212595
2	2	1	XP_004926813.1	DPOGS215030
2	2	1	XP_004926814.1	DPOGS205105
2	2	1	XP_004926815.1	DPOGS212627
2	2	1	XP_004926816.1	DPOGS212593
2	2	1	XP_004926819.1	DPOGS208615
2	2	1	XP_004926820.1	DPOGS208592
2	2	1	XP_004926821.1	DPOGS208621
2	2	1	XP_004926822.1	DPOGS208618
2	2	1	XP_004926823.1	DPOGS208619
2	2	1	XP_004926824.1	DPOGS211611
2	2	1	XP_004926825.1	DPOGS211606
2	2	1	XP_004926826.1	DPOGS211605
2	2	1	XP_004926827.1	DPOGS211604
2	2	1	XP_004926829.1	DPOGS211603
2	2	1	XP_004926830.1	DPOGS211616
2	2	1	XP_004926832.1	DPOGS211602
2	2	1	XP_004926833.1	DPOGS211617
2	2	1	XP_004926834.1	DPOGS211610
2	2	1	XP_004926839.1	DPOGS211613
2	2	1	XP_004926840.1	DPOGS211614
2	3	0.333	XP_004926841.1,XP_004926842.1	DPOGS208321
2	5	0.2	XP_004926843.1,XP_004926846.1,XP_004926845.1,XP_004926844.1	DPOGS208309
2	2	1	XP_004926847.1	DPOGS208311
2	2	1	XP_004926849.1	DPOGS208317
2	2	1	XP_004926850.1	DPOGS208314
2	2	1	XP_004926852.1	DPOGS200210
2	2	1	XP_004926856.1	DPOGS208319
2	2	1	XP_004926861.1	DPOGS208589
2	2	1	XP_004926863.1	DPOGS208588
2	3	0.333	XP_004926864.1	DPOGS208626,DPOGS208625
2	3	0.333	XP_004926865.1,XP_004926866.1	DPOGS208627
2	3	0.333	XP_004926867.1,XP_004926868.1	DPOGS215437
2	3	0.333	XP_004926869.1,XP_004926870.1	DPOGS215448
2	2	1	XP_004926874.1	DPOGS215438
2	2	1	XP_004926876.1	DPOGS215436
2	2	1	XP_004926877.1	DPOGS215435
2	2	1	XP_004926878.1	DPOGS206870
2	2	1	XP_004926879.1	DPOGS212708
2	2	1	XP_004926880.1	DPOGS212694
2	2	1	XP_004926883.1	DPOGS212742
2	2	1	XP_004926884.1	DPOGS212720
2	2	1	XP_004926885.1	DPOGS212765
2	2	1	XP_004926886.1	DPOGS212697
2	2	1	XP_004926888.1	DPOGS212695
2	4	0.25	XP_004926889.1,XP_004926891.1,XP_004926890.1	DPOGS212770
2	2	1	XP_004926892.1	DPOGS201777
2	2	1	XP_004926893.1	DPOGS201823
2	2	1	XP_004926894.1	DPOGS201822
2	2	1	XP_004926895.1	DPOGS201779
2	2	1	XP_004926896.1	DPOGS201781
2	2	1	XP_004926897.1	DPOGS201782
2	2	1	XP_004926898.1	DPOGS201784
2	2	1	XP_004926899.1	DPOGS207069
2	2	1	XP_004926900.1	DPOGS206872
2	3	0.333	XP_004926901.1,XP_004926902.1	DPOGS206873
2	4	0.25	XP_004926903.1,XP_004926905.1,XP_004926904.1	DPOGS206874
2	2	1	XP_004926906.1	DPOGS207064
2	2	1	XP_004926907.1	DPOGS212701
2	2	1	XP_004926909.1	DPOGS212699
2	2	1	XP_004926910.1	DPOGS212766
2	2	1	XP_004926912.1	DPOGS212696
2	2	1	XP_004926913.1	DPOGS201778
2	2	1	XP_004926916.1	DPOGS206871
2	2	1	XP_004926918.1	DPOGS207067
2	2	1	XP_004926919.1	DPOGS209476
2	4	0.25	XP_004926920.1,XP_004926922.1,XP_004926921.1	DPOGS209473
2	3	0.333	XP_004926924.1,XP_004926925.1	DPOGS209464
2	2	1	XP_004926926.1	DPOGS209461
2	2	1	XP_004926927.1	DPOGS209448
2	2	1	XP_004926929.1	DPOGS209447
2	2	1	XP_004926930.1	DPOGS209449
2	4	0.146	XP_004926931.1,XP_004931382.1	DPOGS208601,DPOGS207326
2	2	1	XP_004926932.1	DPOGS209458
2	2	1	XP_004926933.1	DPOGS209451
2	2	1	XP_004926934.1	DPOGS209452
2	2	1	XP_004926936.1	DPOGS209439
2	2	1	XP_004926937.1	DPOGS209471
2	2	1	XP_004926938.1	DPOGS209467
2	2	1	XP_004926939.1	DPOGS209442
2	2	1	XP_004926940.1	DPOGS209445
2	2	1	XP_004926941.1	DPOGS209446
2	2	1	XP_004926943.1	DPOGS209460
2	3	0.333	XP_004926949.1,XP_004926950.1	DPOGS201119
2	2	1	XP_004926951.1	DPOGS201117
2	2	1	XP_004926953.1	DPOGS212669
2	2	1	XP_004926955.1	DPOGS201123
2	2	1	XP_004926956.1	DPOGS201120
2	2	1	XP_004926957.1	DPOGS201118
2	2	1	XP_004926959.1	DPOGS201112
2	2	1	XP_004926960.1	DPOGS201115
2	2	1	XP_004926963.1	DPOGS202761
2	2	1	XP_004926964.1	DPOGS202765
2	2	1	XP_004926973.1	DPOGS202762
2	2	1	XP_004926975.1	DPOGS205863
2	2	1	XP_004926976.1	DPOGS213923
2	2	1	XP_004926977.1	DPOGS213924
2	2	1	XP_004926978.1	DPOGS213903
2	2	1	XP_004926980.1	DPOGS213911
2	2	1	XP_004926981.1	DPOGS213916
2	2	1	XP_004926982.1	DPOGS213917
2	2	1	XP_004926983.1	DPOGS213910
2	2	1	XP_004926986.1	DPOGS213901
2	2	1	XP_004926990.1	DPOGS210464
2	2	1	XP_004926991.1	DPOGS210433
2	2	1	XP_004926993.1	DPOGS206000
2	2	1	XP_004926995.1	DPOGS206015
2	4	0.25	XP_004926996.1,XP_004933838.1,XP_004927001.1	DPOGS201177
2	2	1	XP_004926997.1	DPOGS206014
2	2	1	XP_004926998.1	DPOGS206005
2	2	1	XP_004926999.1	DPOGS206006
2	2	1	XP_004927004.1	DPOGS210429
2	2	1	XP_004927005.1	DPOGS210465
2	2	1	XP_004927006.1	DPOGS210430
2	2	1	XP_004927007.1	DPOGS210462
2	2	1	XP_004927008.1	DPOGS210461
2	2	1	XP_004927010.1	DPOGS206017
2	2	1	XP_004927013.1	DPOGS206012
2	2	1	XP_004927014.1	DPOGS215831
2	2	1	XP_004927016.1	DPOGS215834
2	2	1	XP_004927017.1	DPOGS215817
2	2	1	XP_004927018.1	DPOGS215836
2	2	1	XP_004927019.1	DPOGS215814
2	3	0.333	XP_004927020.1,XP_004927021.1	DPOGS215813
2	2	1	XP_004927022.1	DPOGS215812
2	2	1	XP_004927025.1	DPOGS215841
2	2	1	XP_004927026.1	DPOGS215843
2	2	1	XP_004927029.1	DPOGS215818
2	2	1	XP_004927030.1	DPOGS215816
2	2	1	XP_004927031.1	DPOGS215815
2	2	1	XP_004927032.1	DPOGS215811
2	2	1	XP_004927034.1	DPOGS204336
2	3	0.333	XP_004927035.1,XP_004927036.1	DPOGS204334
2	2	1	XP_004927037.1	DPOGS204339
2	2	1	XP_004927040.1	DPOGS204331
2	2	1	XP_004927042.1	DPOGS204328
2	2	1	XP_004927043.1	DPOGS204343
2	2	1	XP_004927044.1	DPOGS204327
2	2	1	XP_004927045.1	DPOGS204344
2	2	1	XP_004927048.1	DPOGS204324
2	2	1	XP_004927049.1	DPOGS204323
2	2	1	XP_004927050.1	DPOGS204349
2	2	1	XP_004927053.1	DPOGS200381
2	2	1	XP_004927054.1	DPOGS200382
2	2	1	XP_004927055.1	DPOGS200383
2	2	1	XP_004927056.1	DPOGS200259
2	2	1	XP_004927057.1	DPOGS215591
2	2	1	XP_004927058.1	DPOGS200384
2	2	1	XP_004927062.1	DPOGS204342
2	2	1	XP_004927063.1	DPOGS204345
2	2	1	XP_004927064.1	DPOGS204347
2	2	1	XP_004927067.1	DPOGS215174
2	2	1	XP_004927069.1	DPOGS215227
2	2	1	XP_004927070.1	DPOGS215356
2	2	1	XP_004927071.1	DPOGS215173
2	2	1	XP_004927073.1	DPOGS215169
2	2	1	XP_004927078.1	DPOGS207571
2	2	1	XP_004927079.1	DPOGS207578
2	2	1	XP_004927080.1	DPOGS207570
2	4	0.25	XP_004927084.1,XP_004927086.1,XP_004927085.1	DPOGS215475
2	2	1	XP_004927087.1	DPOGS215472
2	2	1	XP_004927088.1	DPOGS208434
2	2	1	XP_004927090.1	DPOGS208433
2	3	0.333	XP_004927093.1	DPOGS212345,DPOGS212344
2	2	1	XP_004927094.1	DPOGS212366
2	2	1	XP_004927095.1	DPOGS212349
2	2	1	XP_004927097.1	DPOGS205089
2	2	1	XP_004927100.1	DPOGS207362
2	2	1	XP_004927101.1	DPOGS207322
2	2	1	XP_004927102.1	DPOGS207360
2	2	1	XP_004927103.1	DPOGS207323
2	2	1	XP_004927104.1	DPOGS207678
2	2	1	XP_004927105.1	DPOGS207684
2	2	1	XP_004927108.1	DPOGS215500
2	2	1	XP_004927112.1	DPOGS207359
2	2	1	XP_004927114.1	DPOGS201936
2	2	1	XP_004927115.1	DPOGS207681
2	2	1	XP_004927117.1	DPOGS207676
2	2	1	XP_004927118.1	DPOGS207675
2	2	1	XP_004927121.1	DPOGS207705
2	2	1	XP_004927122.1	DPOGS207857
2	2	1	XP_004927123.1	DPOGS207701
2	2	1	XP_004927125.1	DPOGS207700
2	2	1	XP_004927126.1	DPOGS207699
2	2	1	XP_004927130.1	DPOGS207706
2	2	1	XP_004927131.1	DPOGS207856
2	2	1	XP_004927132.1	DPOGS207859
2	2	1	XP_004927133.1	DPOGS207698
2	2	1	XP_004927134.1	DPOGS207860
2	2	1	XP_004927135.1	DPOGS207861
2	2	1	XP_004927136.1	DPOGS212382
2	2	1	XP_004927138.1	DPOGS203136
2	2	1	XP_004927140.1	DPOGS214483
2	2	1	XP_004927142.1	DPOGS209200
2	3	0.333	XP_004927143.1,XP_004927144.1	DPOGS209136
2	3	0.333	XP_004927145.1,XP_004927146.1	DPOGS209135
2	3	0.333	XP_004927147.1,XP_004927148.1	DPOGS209206
2	2	1	XP_004927149.1	DPOGS209208
2	2	1	XP_004927150.1	DPOGS201949
2	2	1	XP_004927151.1	DPOGS203232
2	2	1	XP_004927153.1	DPOGS203231
2	2	1	XP_004927154.1	DPOGS203230
2	2	1	XP_004927156.1	DPOGS203557
2	2	1	XP_004927157.1	DPOGS209137
2	2	1	XP_004927158.1	DPOGS209205
2	2	1	XP_004927159.1	DPOGS209209
2	2	1	XP_004927160.1	DPOGS211389
2	4	0.25	XP_004927161.1,XP_004927163.1,XP_004927162.1	DPOGS205842
2	3	0.333	XP_004927166.1,XP_004927167.1	DPOGS207549
2	2	1	XP_004927168.1	DPOGS207596
2	2	1	XP_004927170.1	DPOGS211428
2	2	1	XP_004927171.1	DPOGS205866
2	2	1	XP_004927174.1	DPOGS207597
2	2	1	XP_004927176.1	DPOGS207592
2	2	1	XP_004927177.1	DPOGS212359
2	2	1	XP_004927178.1	DPOGS212352
2	2	1	XP_004927179.1	DPOGS212358
2	2	1	XP_004927180.1	DPOGS212353
2	2	1	XP_004927181.1	DPOGS212327
2	2	1	XP_004927183.1	DPOGS212390
2	2	1	XP_004927184.1	DPOGS212326
2	2	1	XP_004927185.1	DPOGS212324
2	2	1	XP_004927186.1	DPOGS203307
2	2	1	XP_004927187.1	DPOGS203401
2	2	1	XP_004927188.1	DPOGS203306
2	2	1	XP_004927191.1	DPOGS203305
2	2	1	XP_004927192.1	DPOGS203304
2	2	1	XP_004927193.1	DPOGS206033
2	2	1	XP_004927194.1	DPOGS203036
2	2	1	XP_004927196.1	DPOGS203308
2	2	1	XP_004927202.1	DPOGS209369
2	2	1	XP_004927204.1	DPOGS209370
2	2	1	XP_004927205.1	DPOGS209377
2	2	1	XP_004927206.1	DPOGS209371
2	2	1	XP_004927207.1	DPOGS209073
2	2	1	XP_004927210.1	DPOGS209086
2	2	1	XP_004927211.1	DPOGS209378
2	2	1	XP_004927215.1	DPOGS214715
2	2	1	XP_004927216.1	DPOGS214733
2	2	1	XP_004927217.1	DPOGS214649
2	2	1	XP_004927218.1	DPOGS214735
2	2	1	XP_004927219.1	DPOGS214568
2	2	1	XP_004927220.1	DPOGS208584
2	3	0.333	XP_004927221.1,XP_004927222.1	DPOGS208457
2	2	1	XP_004927223.1	DPOGS208580
2	2	1	XP_004927224.1	DPOGS208581
2	2	1	XP_004927225.1	DPOGS208459
2	2	1	XP_004927226.1	DPOGS210469
2	2	1	XP_004927227.1	DPOGS210428
2	3	0.333	XP_004927228.1,XP_004927229.1	DPOGS210426
2	2	1	XP_004927231.1	DPOGS210472
2	2	1	XP_004927232.1	DPOGS210474
2	2	1	XP_004927233.1	DPOGS210423
2	2	1	XP_004927234.1	DPOGS210422
2	2	1	XP_004927236.1	DPOGS210420
2	2	1	XP_004927237.1	DPOGS210421
2	3	0.333	XP_004927240.1,XP_004927241.1	DPOGS210478
2	2	1	XP_004927242.1	DPOGS208672
2	2	1	XP_004927243.1	DPOGS210470
2	2	1	XP_004927245.1	DPOGS210476
2	2	1	XP_004927246.1	DPOGS210419
2	2	1	XP_004927247.1	DPOGS204954
2	2	1	XP_004927249.1	DPOGS206779
2	2	1	XP_004927250.1	DPOGS207208
2	2	1	XP_004927251.1	DPOGS207207
2	2	1	XP_004927252.1	DPOGS214017
2	2	1	XP_004927253.1	DPOGS215532
2	2	1	XP_004927254.1	DPOGS215533
2	2	1	XP_004927255.1	DPOGS206778
2	2	1	XP_004927257.1	DPOGS215558
2	2	1	XP_004927265.1	DPOGS203550
2	4	0.25	XP_004927266.1,XP_004927268.1,XP_004927267.1	DPOGS203515
2	2	1	XP_004927269.1	DPOGS203513
2	2	1	XP_004927270.1	DPOGS203552
2	2	1	XP_004927271.1	DPOGS203554
2	2	1	XP_004927272.1	DPOGS203512
2	3	0.333	XP_004927276.1,XP_004932856.1	DPOGS209962
2	2	1	XP_004927277.1	DPOGS200397
2	2	1	XP_004927278.1	DPOGS215527
2	2	1	XP_004927279.1	DPOGS215517
2	2	1	XP_004927280.1	DPOGS200759
2	2	1	XP_004927281.1	DPOGS200758
2	2	1	XP_004927282.1	DPOGS200757
2	3	0.333	XP_004927283.1,XP_004927284.1	DPOGS210296
2	2	1	XP_004927285.1	DPOGS210294
2	3	0.333	XP_004927286.1,XP_004927287.1	DPOGS201915
2	2	1	XP_004927289.1	DPOGS210778
2	2	1	XP_004927290.1	DPOGS210777
2	2	1	XP_004927291.1	DPOGS216153
